1,2,3,4,5,6,7,8,9,10,IMG BG SOAL,1,2,3,4,5,6,7,8,9,10,,
SAKIT,PINGGANG,IKAT,KEPALA,BOTAK,BAN,,,,,bg1.jpg,,Jumlah huruf: 8,,,Jumlah huruf: 5,,,,,,level1.png,Easy
BUAH,BIBIR,SUMBING,GUNUNG,KAKI,MATA,,,,,bg1.jpg,,Jumlah huruf: 5,,,Jumlah huruf: 4,,,,,,level1.png,Easy
EMBER,BOCOR,HALUS,MULUS,JALAN,MARKA,GARIS,,,,bg1.jpg,,Jumlah huruf: 5,,,,Jumlah huruf: 5,,,,,level1.png,Easy
BATU,JERAWAT,PENCET,TOMBOL,VOLUME,SPEAKER,AKTIF,,,,bg1.jpg,,Jumlah huruf: 7,,,,Jumlah huruf: 7,,,,,level1.png,Easy
UJIAN,NASIONAL,PAHLAWAN,REVOLUSI,MENTAL,TEMPE,KERIPIK,SINGKONG,,,bg2.jpg,,Jumlah huruf: 8,,,,,Jumlah huruf: 7,,,,level2.png,Medium
BOTOL,KECAP,MANIS,HITAM,TINTA,PRINTER,LASER,SINAR,,,bg2.jpg,,Huruf terakhir: P,,,,,Huruf terakhir: R,,,,level2.png,Medium
HANDUK,BASAH,TISU,KOTAK,SURAT,KABAR,ANGIN,KIPAS,PISANG,,bg2.jpg,,Huruf terakhir: H,,,,,,Huruf terakhir: S,,,level2.png,Medium
GERGAJII,BESI,BERANI,JUJUR,ADIL,HUKUM,DASAR,SEKOLAH,SERAGAM,,bg2.jpg,,Huruf terakhir: I,,,,,,Huruf terakhir: H,,,level2.png,Medium
BACA CLUENYA,MIO,FINO,NMAX,AEROX,LEXI,FREEGO[*],JUPITER,VIXION,BACA CLUENYA,bg_clue.jpg,,Tipe motor Yamaha,Tipe motor Yamaha,Tipe motor Yamaha,Tipe motor Yamaha,Tipe motor Yamaha,Tipe motor Yamaha,Tipe motor Yamaha,Tipe motor Yamaha,,level_clue.png,Hard
KANGEN,BAND,MUSIK,ALAT,TULIS[*],PESAN,KIRIM,PAKET,KURIR,ANTAR,bg3.jpg,,Huruf terakhir: D,,,,,,,Huruf terakhir: R,,level3.png,Hard
