1,2,3,4,5,6,7,8,9,10,IMG BG SOAL,1,2,3,4,5,6,7,8,9,10,,
RUSIA,BERUANG,KUTUB,POSITIF,HAMIL,ANGGUR,,,,,bg1.jpg,,Jumlah huruf: 7,,,Jumlah huruf: 5,,,,,,level1.png,Easy
PANDA,BONEKA,SALJU,BADAI,HUJAN,PAWANG,,,,,bg1.jpg,,Jumlah huruf: 6,,,Jumlah huruf: 5,,,,,,level1.png,Easy
BIKA,AMBON,PISANG,EMAS,KADAR,OKSIGEN,TABUNG,,,,bg1.jpg,,Jumlah huruf: 5,,,,Jumlah huruf: 7,,,,,level1.png,Easy
BATU,GULA,MANIS,KENCING,SALURAN,TELEVISI,SIARAN,,,,bg1.jpg,,Jumlah huruf: 4,,,,Jumlah huruf: 8,,,,,level1.png,Easy
UMUM,TOILET,JONGKOK,JALAN,MARKA,GARIS,TANGAN,KOSONG,,,bg2.jpg,,Jumlah huruf: 6,,,,,Jumlah huruf: 6,,,,level2.png,Medium
TELUR,PUYUH,BURUNG,SARANG,PENYAKIT,MENTAL,JUARA,PIALA,,,bg2.jpg,,Huruf terakhir: H,,,,,Huruf terakhir: A,,,,level2.png,Medium
LISTRIK,ISOLASI,RUANG,KELUARGA,ANGGOTA[*],IURAN,BULANAN,CICILAN,RUMAH,,bg2.jpg,,Huruf terakhir: I,,,,,,Huruf terakhir: N,,,level2.png,Medium
MARTABAK,KEJU,PARUT,LUKA,OBAT[*],RESEP,MASAKAN,NUSANTARA,PAHLAWAN,,bg2.jpg,,Huruf terakhir: U,,,,,,Huruf terakhir: A,,,level2.png,Medium
BACA CLUENYA,SILAT,KARATE,TAEKWONDO,CAPOEIRA[*],JUDO,KUNGFU,KENDO,AIKIDO,BACA CLUENYA,bg_clue.jpg,,Nama bela diri,Nama bela diri,Nama bela diri,Nama bela diri,Nama bela diri,Nama bela diri,Nama bela diri,Nama bela diri,,level_clue.png,Hard
RING,BASKET,PELATIH,ASISTEN[*],DOSEN,TERBANG,HELIKOPTER,PILOT,TEMPUR,BELALANG,bg3.jpg,,Huruf terakhir: T,,,,,,,Huruf terakhir: R,,level3.png,Hard
