1,2,3,4,5,6,7,8,9,10,IMG BG SOAL,1,2,3,4,5,6,7,8,9,10,,
TELUR,BURUNG,SARANG,SEMUT,MERAH,SIRUP,MANIS,MADU,LEBAH,SENGAT,bg1.jpg,,Jumlah huruf: 6,,Jumlah huruf: 5,,,Jumlah huruf: 5,,Jumlah huruf: 5,,level1.png,Easy
SIKAT,BAJA,PLAT,NOMOR,RANGKA,BESI,KARAT,TAHAN,AIR,HUJAN,bg1.jpg,,Jumlah huruf: 4,,Jumlah huruf: 5,,,Jumlah huruf: 5,,Jumlah huruf: 3,,level1.png,Easy
JARI,TENGAH,JALAN,UMUM,TOILET,PENJAGA,ISTANA,PRESIDEN,DIREKTUR,PEMASARAN,bg1.jpg,,Jumlah huruf: 6,,Jumlah huruf: 4,,,Jumlah huruf: 6,,Jumlah huruf: 8,,level1.png,Easy
BELANG,TANGAN,GELANG,EMAS,MURNI,SUSU,KOTAK,AMAL,IBADAH,HAJI,bg1.jpg,,Jumlah huruf: 6,,Jumlah huruf: 4,,,Jumlah huruf: 5,,Jumlah huruf: 6,,level1.png,Easy
LEMPER,ABON,SAPI,BAKSO,TELUR,ANGSA,BULU,KETIAK,CUKUR,RAMBUT,bg2.jpg,,Huruf terakhir: N,,Huruf terakhir: O,,,Huruf terakhir: U,,Huruf terakhir: R,,level2.png,Medium
REL,KERETA,LISTRIK,KABEL,MELILIT,PERUT,SENAM,JANTUNG,PACU,KUDA,bg2.jpg,,Huruf terakhir: A,,Huruf terakhir: L,,,Huruf terakhir: M,,Huruf terakhir: U,,level2.png,Medium
KUCING,MELAHIRKAN,IBU,KOTA,BUS,PARIWISATA,KAWASAN,INDUSTRI,TEKNOLOGI,INFORMASI,bg2.jpg,,Huruf terakhir: N,,Huruf terakhir: A,,,Huruf terakhir: N,,Huruf terakhir: I,,level2.png,Medium
RANJANG,TINGKAT,RUMAH,ATAP,BOCOR,HALUS,RAMBUT,PANJANG,LENGAN,BAJU,bg2.jpg,,Huruf terakhir: T,,Huruf terakhir: P,,,Huruf terakhir: T,,Huruf terakhir: N,,level2.png,Medium
BACA CLUENYA,KUCING,HAMSTER,KELINCI,MARMUT[*],KUDA,DOMBA,ANGSA,BURUNG,BACA CLUENYA,bg_clue.jpg,,Hewan peliharaan,Hewan peliharaan,Hewan peliharaan,Hewan peliharaan,Hewan peliharaan,Hewan peliharaan,Hewan peliharaan,Hewan peliharaan,,level_clue.png,Hard
ELANG,TELUR,RETAK,GADING,GAJAH,SIRKUS,BADUT,SULAP,KARTU,DOMINO,bg3.jpg,,Huruf terakhir: R,,,,,,,Huruf terakhir: U,,level3.png,Hard
