1,2,3,4,5,6,7,8,9,10,IMG BG SOAL,1,2,3,4,5,6,7,8,9,10,,
IBUKOTA,KABUL,ALJAZAIR,CANBERRA,RIYADH[*],WINA,NASSAU,MANAMA,BRUSSEL,NEGARA,bg_clue.jpg,,Ibukota Afghanistan,Ibukota Aljazair,Ibukota Australia,Ibukota Arab Saudi,Ibukota Austria,Ibukota Bahamas,Ibukota Bahrain,Ibukota Belgia,,level_clue.png,Easy
MAKANAN,JAKARTA,BANTEN,YOGYAKARTA,RIAU[*],JAMBI,PALEMBANG,MEDAN,BENGKULU,DAERAH,bg_clue.jpg,,Kerak telor,Sate Bandeng,Gudeg,Gulai Belacan,Tempoyak Patin,Pempek,Bika Ambon,Pendap,,level_clue.png,Easy
PAKAIAN,KEBAYA,ULOS,PAKSIAN,PESAAN[*],KOTEKA,BENGKUNG,PANGSI,SADARIAH,ADAT,bg_clue.jpg,,Pakaian adat,Pakaian adat,Pakaian adat,Pakaian adat,Pakaian adat,Pakaian adat,Pakaian adat,Pakaian adat,,level_clue.png,Hard
TARI,KECAK,JAIPONG,SAJOJO,PIRING[*],GANTAR,REOG,TORTOR,KIPAS,DAERAH,bg_clue.jpg,,Tari daerah,Tari daerah,Tari daerah,Tari daerah,Tari daerah,Tari daerah,Tari daerah,Tari daerah,,level_clue.png,Easy
PLAT,CIAMIS,KEDIRI,SURABAYA,MADURA[*],TUBAN,BALI,BIMA,LOMBOK,NOMOR,bg_clue.jpg,,Plat nomor Z,Plat nomor AG,Plat nomor L,Plat nomor M,Plat nomor S,Plat nomor DK,Plat nomor EA,Plat nomor DR,,level_clue.png,Medium
PAKAIAN,KUSTIN,SANGKARUT,BILIU,LAKUTEPU[*],KINAWO,LAMBUNG,PUMMI,BAJUBODO,ADAT,bg_clue.jpg,,Pakaian adat,Pakaian adat,Pakaian adat,Pakaian adat,Pakaian adat,Pakaian adat,Pakaian adat,Pakaian adat,,level_clue.png,Medium
TARI,TIDETIDE,BEDHAYA,SAMAN,PENDET[*],YAPONG,SUANGGI,RONGGENG,GAMBYONG,DAERAH,bg_clue.jpg,,Tari daerah,Tari daerah,Tari daerah,Tari daerah,Tari daerah,Tari daerah,Tari daerah,Tari daerah,,level_clue.png,Medium
MAKANAN,SERUIT,KAREDOK,LUMPIA,KALUMPE[*],SOTOBANJAR,PAPEDA,PALUMARA,SOPKONRO,DAERAH,bg_clue.jpg,,Lampung,Jawa Barat,Jawa Tengah,Kalimantan Tengah,Kalimantan Selatan,Papua,Sulawesi Tengah,Sulawesi Selatan,,level_clue.png,Medium
MATA,EURO,SHILLING,YUAN,DINAR[*],HRYVNIA,SOM,BOLIVAR,KWACHA,UANG,bg_clue.jpg,,Mata uang Belanda,Mata uang Somalia,Mata uang China,Mata uang Tunisia,Mata uang Ukraina,Mata uang Uzbekistan,Mata uang Venezuela,Mata uang Zambia,,level_clue.png,Hard
IBUKOTA,AMSTERDAM,MOSKOW,SARAJEVO,BRASILIA[*],LONDON,RANGOON,PRAHA,MANILA,NEGARA,bg_clue.jpg,,Ibukota Belanda,Ibukota Rusia,Ibukota Bosnia,Ibukota Brazil,Ibukota Inggris,Ibukota Myanmar,Ibukota Ceko,Ibukota Filipina,,level_clue.png,Hard
