1,2,3,4,5,6,7,8,9,10,IMG BG SOAL,1,2,3,4,5,6,7,8,9,10,,
BENGAWAN,SOLO,BATIK,KEMEJA,KERJA,LAPANGAN,BASKET,BOLA,TENIS,RAKET,bg1.jpg,,,,Jumlah huruf: 6,,,Jumlah huruf: 6,,,,level1.png,Easy
ULANG,TAHUN,BARU,SEMANGAT,HIDUP,GAYA,PUNGGUNG,TULANG,RAWAN,BENCANA,bg1.jpg,,,,Jumlah huruf: 8,,,Jumlah huruf: 8,,,,level1.png,Easy
BACA CLUENYA,FUNNY,FART,BURP,SNEEZE[*],SNORING[*],COUGH,ITCH,PILLOW,BACA CLUENYA,bg_clue.jpg,,Lucu (Inggris),Kentut (Inggris),Sendawa (Inggris),Bersin (Inggris),Ngorok (Inggris),Batuk (Inggris),Gatal (Inggris),Bantal (Inggris),,level_clue.png,Hard
TUBRUK,TEH,SENDOK,BEBEK,TELUR,PUTIH,MUTIARA,LAUT,ANJING,GALAK,bg1.jpg,,,,Jumlah huruf: 5,,,Jumlah huruf: 7,,,,level1.png,Easy
ASAH,PISAU,CUKUR,BULU,MERAK,TARI,DRAMA,KOREA,MOBIL,DEREK,bg2.jpg,,,,Huruf terakhir: U,,,Huruf terakhir: A,,,,level2.png,Medium
BACA CLUENYA,BINATANG,JELEK,DUSTA,BERTEMU[*],PARAS[*],MENTARI,BAHAGIA,SUKAR,BACA CLUENYA,bg_clue.jpg,,Hewan (sinonim),Buruk  (sinonim),Bohong (sinonim),Berjumpa (sinonim),Wajah (sinonim),Matahari (sinonim),Senang (sinonim),Sulit (sinonim),,level_clue.png,Medium
GETUK,TRIO,MACAN,KUMBANG,BADAK,KULIT,LUMPIA,BASAH,LAHAN,PEMBEBASAN,bg2.jpg,,,,Huruf terakhir: G,,,Huruf terakhir: A,,,,level2.png,Medium
BACA CLUENYA,SAKIT,GEMBIRA,TINGGI,BERSIH[*],PANJANG[*],AWAL,MAJU,PENUH,BACA CLUENYA,bg_clue.jpg,,Sehat (antonim),Sedih (antonim),Rendah (antonim),Kotor (antonim),Pendek (antonim),Akhir (antonim),Mundur (antonim),Kosong (antonim),,level_clue.png,Medium
KERAS,MINUMAN,RINGAN,TANGAN,SAPU,GAGANG,PISAU,TAJAM,SILET,CUKUR,bg3.jpg,,Huruf terakhir: N,,,,,,,Huruf terakhir: T,,level3.png,Hard
KEPALA,DINAS,PENDIDIKAN,TINGGI,TEBING,PANJAT,SOSIAL,BAKTI,KERJA,SAMA,bg3.jpg,,Huruf terakhir: S,,,,,,,Huruf terakhir: A,,level3.png,Hard
