1,2,3,4,5,6,7,8,9,10,IMG BG SOAL,1,2,3,4,5,6,7,8,9,10,,
BINTANG,JATUH,BANGUN,TIDUR,OBAT,TOKO,ETALASE,KACA,PEMOTONG,RUMPUT,bg1.jpg,,,,Jumlah huruf: 5,,,Jumlah huruf: 7,,,,level1.png,Easy
DATANG,BULAN,SABIT,RUMPUT,JEPANG,KAISAR,MOTOR,SEPEDA,BENGKEL,CAT,bg1.jpg,,,,Jumlah huruf: 6,,,Jumlah huruf: 5,,,,level1.png,Easy
BACA CLUENYA,PADI,GIGI,JAMRUD,LETTO[*],MOCCA[*],KAHITNA,SLANK,RADJA,BACA CLUENYA,bg_clue.jpg,,Grup Band 90-an,Grup Band 90-an,Grup Band 90-an,Grup Band 90-an,Grup Band 90-an,Grup Band 90-an,Grup Band 90-an,Grup Band 90-an,,level_clue.png,Hard
SUMBU,KOMPOR,INDUKSI,LISTRIK,METERAN,TUKANG,BANGUNAN,PERMANEN,SPIDOL,TINTA,bg1.jpg,,,,Jumlah huruf: 7,,,Jumlah huruf: 8,,,,level1.png,Easy
BIOLA,SENAR,LAYANGAN,PUTUS,KOMUNIKASI,ALAT,BERAT,BADAN,TIMBANGAN,DIGITAL,bg2.jpg,,,,Huruf terakhir: S,,,Huruf terakhir: T,,,,level2.png,Medium
BACA CLUENYA,SEPEDA,MOTOR,MOBIL,BAJAJ[*],PEDATI[*],DELMAN,BUS,BECAK,BACA CLUENYA,bg_clue.jpg,,Alat transportasi,Alat transportasi,Alat transportasi,Alat transportasi,Alat transportasi,Alat transportasi,Alat transportasi,Alat transportasi,,level_clue.png,Medium
RIAS,KOTAK,SULAP,TONGKAT,KOMANDO,RANTAI,SAMBUNGAN,PIPA,GAS,ALAM,bg2.jpg,,,,Huruf terakhir: T,,,Huruf terakhir: N,,,,level2.png,Medium
BACA CLUENYA,SOFTEX,CHARM,AVAIL,HERSPROTEX[*],MISSY[*],DACCO,WHISPER,LAURIER,BACA CLUENYA,bg_clue.jpg,,Merek pembalut wanita,Merek pembalut wanita,Merek pembalut wanita,Merek pembalut wanita,Merek pembalut wanita,Merek pembalut wanita,Merek pembalut wanita,Merek pembalut wanita,,level_clue.png,Medium
NILAI,UJIAN,PENGAWAS,LAPANGAN,TERBANG,PESAWAT,CARGO,CELANA,SAKU,UANG,bg3.jpg,,Huruf terakhir: N,,,,,,,Huruf terakhir: U,,level3.png,Hard
ACARA,PEMBAWA,BERITA,TERKINI,KABAR,SURAT,PANGGILAN,ALAM,GAIB,ILMU,bg3.jpg,,Huruf terakhir: A,,,,,,,Huruf terakhir: B,,level3.png,Hard
