1,2,3,4,5,6,7,8,9,10,IMG BG SOAL,1,2,3,4,5,6,7,8,9,10,,
KUNCI,LEMARI,BUKU,KERTAS,PENJEPIT,,,,,,bg1.jpg,,Jumlah huruf: 6,,Jumlah huruf: 6,,,,,,,level1.png,Easy
MEJA,TULIS,SURAT,KIRIM,SALAH,,,,,,bg1.jpg,,Jumlah huruf: 5,,Jumlah huruf: 5,,,,,,,level1.png,Easy
SERULING,DANGDUT,MUSIK,PENYANYI,LAGU,PENCIPTA,,,,,bg1.jpg,,Jumlah huruf: 7,,,Jumlah huruf: 4,,,,,,level1.png,Easy
KAKI,SANDAL,JEPIT,PINSET,BESI,BAJA,,,,,bg1.jpg,,Jumlah huruf: 6,,,Jumlah huruf: 4,,,,,,level1.png,Easy
GLOBE,BUMI,BULAT,BAKSO,MANGKOK,KERAMIK,PASANG,,,,bg2.jpg,,Jumlah huruf: 4,,,,Jumlah huruf: 7,,,,,level2.png,Medium
PANCI,BOLONG,CELANA,KOLOR,IJO,LUMUT,LICIN,,,,bg2.jpg,,Huruf terakhir: G,,,,Huruf terakhir: T,,,,,level2.png,Medium
SPATULA,MASAK,KOKI,IKAN,KOLAM,RENANG,KACAMATA,OPTIK,,,bg2.jpg,,Huruf terakhir: K,,,,,Huruf terakhir: A,,,,level2.png,Medium
GARPU,SENDOK,OBAT,TABLET,KUNYAH,MULUT,BESAR,PASAK,BUMI,,bg2.jpg,,Huruf terakhir: K,,,,,,Huruf terakhir: K,,,level2.png,Medium
BACA CLUENYA,POCONG,KUNTILANAK,TUYUL,LEAK[*],BANASPATI,JELANGKUNG,GENDERUWO,KUYANG,BACA CLUENYA,bg_clue.jpg,,Nama hantu,Nama hantu,Nama hantu,Nama hantu,Nama hantu,Nama hantu,Nama hantu,Nama hantu,,level_clue.png,Hard
HANDUK,BASAH,HUJAN,MUSIM,BUAH[*],TIMBANGAN,BADAN,TINGGI,MENARA,EIFFEL,bg3.jpg,,Huruf terakhir: H,,,,,,,Huruf terakhir: A,,level3.png,Hard
