1,2,3,4,5,6,7,8,9,10,IMG BG SOAL,1,2,3,4,5,6,7,8,9,10,,
KECAP,IKAN,ASIN,GARAM,HALUS[*],KULIT,PELEMBAB,BIBIR,GINCU,MERAH,bg1.jpg,,,,Jumlah huruf: 5,,,Jumlah huruf: 8,,,,level1.png,Easy
SABUN,COLEK,SAMBAL,PEDAS,SAUS[*],TOMAT,BUAH,TANGAN,JAM,SERVIS,bg1.jpg,,,,Jumlah huruf: 5,,,Jumlah huruf: 4,,,,level1.png,Easy
BACA CLUENYA,BURJO,SERABI,MENDOAN,BAKSO[*],PUTU,SEBLAK,CILUR,CIMOL,BACA CLUENYA,bg_clue.jpg,,Jajanan kaki 5,Jajanan kaki 5,Jajanan kaki 5,Jajanan kaki 5,Jajanan kaki 5,Jajanan kaki 5,Jajanan kaki 5,Jajanan kaki 5,,level_clue.png,Hard
BULAT,KELERENG,SUSU,KOTAK,PEMILU[*],PRESIDEN,ISTANA,KERAJAAN,MAJAPAHIT,ZAMAN,bg1.jpg,,,,Jumlah huruf: 5,,,Jumlah huruf: 6,,,,level1.png,Easy
OLI,PALSU,UANG,KERTAS,SURAT[*],KETERANGAN,TAMBAHAN,MAKANAN,POKOK,MASALAH,bg2.jpg,,,,Huruf terakhir: S,,,Huruf terakhir: N,,,,level2.png,Medium
BACA CLUENYA,SURABAYA,JAKARTA,BOGOR,YOGYAKARTA[*],SURAKARTA,BALI,BANYUMAS,CIREBON,BACA CLUENYA,bg_clue.jpg,,Plat nomor L,Plat nomor B,Plat nomor F,Plat nomor AB,Plat nomor AD,Plat nomor DK,Plat nomor R,Plat nomor E,,level_clue.png,Hard
KEUANGAN,LAPORAN,PENELITIAN,ILMIAH,KARYA[*],SENI,TARI,PIRING,TERBANG,PESAWAT,bg2.jpg,,,,Huruf terakhir: H,,,Huruf terakhir: I,,,,level2.png,Medium
KUAS,LUKIS,KANVAS,KAIN,SUTRA[*],ULAT,BULU,KAKI,KAOS,POLOS,bg2.jpg,,,,Huruf terakhir: N,,,Huruf terakhir: U,,,,level2.png,Medium
BACA CLUENYA,CELIMPUNGAN,TEKWAN,PEMPEK,BRENGKES[*],TEMPOYAK,GANGAN,LAKSAN,RAGIT,BACA CLUENYA,bg_clue.jpg,,Makanan Palembang,Makanan Palembang,Makanan Palembang,Makanan Palembang,Makanan Palembang,Makanan Palembang,Makanan Palembang,Makanan Palembang,,level_clue.png,Hard
KODOK,TELUR,REBUS,KACANG,PANJANG[*],CELANA,SAKU,KANTONG,PASIR,SUNGAI,bg3.jpg,,Huruf terakhir: R,,,,,,,Huruf terakhir: R,,level3.png,Hard
