1,2,3,4,5,6,7,8,9,10,IMG BG SOAL,1,2,3,4,5,6,7,8,9,10,,
JONGKOK,JALAN,CEPAT,KERETA,TIKET,BIOSKOP,FILM,NONTON,KONSER,MUSIK,bg1.jpg,,Jumlah huruf: 5,,Jumlah huruf: 6,,,Jumlah huruf: 4,,Jumlah huruf: 6,,level1.png,Easy
BACA CLUENYA,BRIO,ACCORD,CIVIC,CITY,ODYSSEY,WRV,JAZZ,MOBILIO,BACA CLUENYA,bg_clue.jpg,,Tipe mobil Honda,Tipe mobil Honda,Tipe mobil Honda,Tipe mobil Honda,Tipe mobil Honda,Tipe mobil Honda,Tipe mobil Honda,Tipe mobil Honda,,level_clue.png,Hard
DORONG,KERANJANG,BELANJA,BULANAN,SEWA,BIAYA,HIDUP,GAYA,PUNGGUNG,TAS,bg1.jpg,,Jumlah huruf: 9,,Jumlah huruf: 7,,,Jumlah huruf: 5,,Jumlah huruf: 8,,level1.png,Easy
GAS,TABUNG,PEMADAM,KEBAKARAN,HUTAN,RIMBA,TOPI,SEKOLAH,JEMPUTAN,MENUNGGU,bg1.jpg,,Jumlah huruf: 6,,Jumlah huruf: 9,,,Jumlah huruf: 4,,Jumlah huruf: 8,,level1.png,Easy
RENCANA,ANGGARAN,EVALUASI,TAHAPAN,PRODUKSI,PROSES,PENGOLAHAN,LIMBAH,PADAT,BENDA,bg2.jpg,,Huruf terakhir: N,,Huruf terakhir: N,,,Huruf terakhir: N,,Huruf terakhir: T,,level2.png,Medium
BANGUNAN,STRUKTUR,RANGKA,BESI,BAJA,RINGAN,TANGAN,DINGIN,KULKAS,PIINTU,bg2.jpg,,Huruf terakhir: R,,Huruf terakhir: I,,,Huruf terakhir: N,,Huruf terakhir: S,,level2.png,Medium
DISTRIBUSI,JARINGAN,KOMPUTER,PRIBADI,IDENTITAS,KARTU,PERPUSTAKAAN,NASIONAL,PEMBANGUNAN,JALAN,bg2.jpg,,Huruf terakhir: N,,Huruf terakhir: I,,,Huruf terakhir: N,,Huruf terakhir: N,,level2.png,Medium
PUBLIK,TRANSPORTASI,LAUT,KAPAL,INDUK,SINGA,RAJA,MAHKOTA,BUNGA,BANGKAI,bg2.jpg,,Huruf terakhir: I,,Huruf terakhir: L,,,Huruf terakhir: A,,Huruf terakhir: A,,level2.png,Medium
PUTRI,DUYUNG,IKAN,PEPES,TAHU,BULAT,BACEM,TELUR,CANGKANG,KEPITING,bg3.jpg,,Huruf terakhir: G,,,,,,,Huruf terakhir: G,,level3.png,Hard
AYAM,ABON,SAPI,TANDUK,KERBAU,DAGING,KAMBING,SUSU,BUBUK,MESIU,bg3.jpg,,Huruf terakhir: N,,,,,,,Huruf terakhir: K,,level3.png,Hard
