1,2,3,4,5,6,7,8,9,10,IMG BG SOAL,1,2,3,4,5,6,7,8,9,10,,
BENDERA,NEGARA,KEPULAUAN,SERIBU,LANGKAH,,,,,,bg1.jpg,,Jumlah huruf: 6,,Jumlah huruf: 6,,,,,,,level1.png,Easy
IKAT,RAMBUT,NENEK,SIHIR,HITAM,,,,,,bg1.jpg,,Jumlah huruf: 6,,Jumlah huruf: 5,,,,,,,level1.png,Easy
DORONG,LACI,LEMARI,KOTAK,TISU,BASAH,,,,,bg1.jpg,,Jumlah huruf: 4,,,Jumlah huruf: 4,,,,,,level1.png,Easy
BERAS,MERAH,DARAH,BIRU,LANGIT,MENDUNG,,,,,bg1.jpg,,Jumlah huruf: 5,,,Jumlah huruf: 6,,,,,,level1.png,Easy
KUTU,BUKU,CERITA,HOROR,KOMEDI,SITUASI,KONDISI,,,,bg2.jpg,,Jumlah huruf: 4,,,,Jumlah huruf: 7,,,,,level2.png,Medium
KARUNG,PASIR,BESI,BANGUNAN,PEMERINTAH,DAERAH,TERTINGGAL,,,,bg2.jpg,,Huruf terakhir: R,,,,Huruf terakhir: H,,,,,level2.png,Medium
DANA,DESA,WISATA,ZIARAH,MAKAM,RAJA,HUTAN,ANGKER,,,bg2.jpg,,Huruf terakhir: A,,,,,Huruf terakhir: N,,,,level2.png,Medium
LOPER,KORAN,BERITA,DUNIA,OLAHRAGA,SENAM,LANTAI,DASAR,NEGARA,,bg2.jpg,,Huruf terakhir: N,,,,,,Huruf terakhir: R,,,level2.png,Medium
BACA CLUE,PIERO,NIKE,EAGLE[*],DIADORA,AEROSTREET,ADIDAS,SPECS,REEBOK,BACA CLUE,bg_clue.jpg,,Merek sepatu,Merek sepatu,Merek sepatu,Merek sepatu,Merek sepatu,Merek sepatu,Merek sepatu,Merek sepatu,,level_clue.png,Hard
BULAN,SABIT,RUMPUT,TAMAN,BUNGA[*],BANGKAI,BINATANG,TERNAK,KAMBING,KURBAN,bg3.jpg,,Huruf terakhir: T,,,,,,,Huruf terakhir: G,,level3.png,Hard
