1,2,3,4,5,6,7,8,9,10,IMG BG SOAL,1,2,3,4,5,6,7,8,9,10,,
TIRAI,BAMBU,RUNCING,TANDUK,BANTENG,MATADOR,PEDANG,SARUNG,TANGAN,BUAH,bg1.jpg,,Jumlah huruf: 5,,Jumlah huruf: 6,,,Jumlah huruf: 6,,Jumlah huruf: 6,,level1.png,Easy
KETUA,WAKIL,RAKYAT,SUARA,MUSIK,DANGDUT,RAJA,MAHKOTA,BUNGA,BANGKAI,bg1.jpg,,Jumlah huruf: 5,,Jumlah huruf: 5,,,Jumlah huruf: 4,,Jumlah huruf: 5,,level1.png,Easy
DEMAM,PANGGUNG,POLITIK,IDENTITAS,KARTU,UNDANGAN,NIKAH,CINCIN,EMAS,MUDA,bg1.jpg,,Jumlah huruf: 8,,Jumlah huruf: 9,,,Jumlah huruf: 5,,Jumlah huruf: 4,,level1.png,Easy
KOMPAS,JARUM,SUNTIK,VAKSIN,RABIES,ANJING,LAUT,BINTANG,KELAS,KETUA,bg1.jpg,,Jumlah huruf: 5,,Jumlah huruf: 6,,,Jumlah huruf: 4,,Jumlah huruf: 5,,level1.png,Easy
BAKWAN,MALANG,APEL,CUKA,MAKAN,TEMPAT,PENSIL,MEKANIK,TEKNISI,LISTRIK,bg2.jpg,,Huruf terakhir: G,,Huruf terakhir: A,,,Huruf terakhir: L,,Huruf terakhir: I,,level2.png,Medium
INSANG,IKAN,SIRIP,PUNGGUNG,BUKIT,PUNCAK,GUNUNG,SALJU,BADAI,GELOMBANG,bg2.jpg,,Huruf terakhir: N,,Huruf terakhir: G,,,Huruf terakhir: G,,Huruf terakhir: I,,level2.png,Medium
BELANG,KUCING,KANDANG,JAGO,AYAM,BANGKOK,JAMBU,MERAH,MENYALA,API,bg2.jpg,,Huruf terakhir: G,,Huruf terakhir: O,,,Huruf terakhir: U,,Huruf terakhir: A,,level2.png,Medium
RAWAN,MACET,PANJANG,LENGAN,KEMEJA,FORMAL,PENDIDIKAN,TINGGI,TEBING,LAUT,bg2.jpg,,Huruf terakhir: T,,Huruf terakhir: N,,,Huruf terakhir: N,,Huruf terakhir: G,,level2.png,Medium
BACA CLUENYA,KENDANG,REBANA,TIFA[*],TALEMPONG,RINDIK[*],TAMBO,CALUNG,DRUM,BACA CLUENYA,bg_clue.jpg,,Alat musik pukul,Alat musik pukul,Alat musik pukul,Alat musik pukul,Alat musik pukul,Alat musik pukul,Alat musik pukul,Alat musik pukul,,level_clue.png,Hard
INSTAN,JILBAB,PANJANG,SEJARAH,ARSITEKTUR,MODERN,DESAIN,MINIMALIS,RUMAH,POHON,bg3.jpg,,Huruf terakhir: B,,,,,,,Huruf terakhir: H,,level3.png,Hard
