1,2,3,4,5,6,7,8,9,10,IMG BG SOAL,1,2,3,4,5,6,7,8,9,10,,
MINUM,KOPI,PANAS,MATAHARI,SINAR,,,,,,bg1.jpg,,Jumlah huruf: 4,,Jumlah huruf: 8,,,,,,,level1.png,Easy
PAKAI,CELANA,PENDEK,RAMBUT,POTONG,,,,,,bg1.jpg,,Jumlah huruf: 6,,Jumlah huruf: 6,,,,,,,level1.png,Easy
KULKAS,DINGIN,SALJU,PUTIH,AWAN,LEMBUT,,,,,bg1.jpg,,Jumlah huruf: 6,,,Jumlah huruf: 4,,,,,,level1.png,Easy
SUARA,KENTUT,BAU,MULUT,SARIAWAN,PERIH,,,,,bg1.jpg,,Jumlah huruf: 6,,,Jumlah huruf: 8,,,,,,level1.png,Easy
SERULING,DANGDUT,MUSIK,IRAMA,SENAM,MASSAL,SUNAT,,,,bg2.jpg,,Jumlah huruf: 7,,,,Jumlah huruf: 6,,,,,level2.png,Medium
MAINAN,MOBIL,LISTRIK,LAMPU,TERANG,SIANG,BOLONG,,,,bg2.jpg,,Huruf terakhir: L,,,,Huruf terakhir: G,,,,,level2.png,Medium
JALAN,KAKI,BULU,ULAT,SUTRA,BATIK,KEMEJA,PANJANG,,,bg2.jpg,,Huruf terakhir: I,,,,,Huruf terakhir: A,,,,level2.png,Medium
AIR,HUJAN,DERAS,SUNGAI,AMAZON,HUTAN,RIMBA,TOPI,BUNDAR,,bg2.jpg,,Huruf terakhir: N,,,,,,Huruf terakhir: I,,,level2.png,Medium
BACA CLUENYA,AQUA,LEMINERALE,PRISTINE,EQUIL[*],CLUB,ADES,CLEO,VIT,BACA CLUENYA,bg_clue.jpg,,Merek air mineral,Merek air mineral,Merek air mineral,Merek air mineral,Merek air mineral,Merek air mineral,Merek air mineral,Merek air mineral,,level_clue.png,Hard
DUKUN,BERANAK,BAKSO,URAT,PIJAT[*],MINYAK,LICIN,LANTAI,KERAMIK,MANGKUK,bg3.jpg,,Huruf terakhir: K,,,,,,,Huruf terakhir: K,,level3.png,Hard
