1,2,3,4,5,6,7,8,9,10,IMG BG SOAL,1,2,3,4,5,6,7,8,9,10,,
POT,BUNGA,BANK,DUNIA,KERJA,LEMBUR,MALAM,PANJANG,TANGAN,KOSONG,bg1.jpg,,,,Jumlah huruf: 5,,,Jumlah huruf: 5,,,,level1.png,Easy
MAWAR,MERAH,DELIMA,BUAH,MANGGA,HARUM,MANIS,MADU,LEBAH,SENGAT,bg1.jpg,,,,Jumlah huruf: 4,,,Jumlah huruf: 5,,,,level1.png,Easy
BACA CLUENYA,RIDE,SEND,CAR,SHOP,MART[*],MED,PAY,FOOD,BACA CLUENYA,bg_clue.jpg,,Layanan Gojek GO...,Layanan Gojek GO...,Layanan Gojek GO...,Layanan Gojek GO...,Layanan Gojek GO...,Layanan Gojek GO...,Layanan Gojek GO...,Layanan Gojek GO...,,level_clue.png,Hard
TAS,GENDONG,ANAK,SEPATU,GUNUNG,PUTRI,TIDUR,BANTAL,LEHER,PEGAL,bg1.jpg,,,,Jumlah huruf: 6,,,Jumlah huruf: 5,,,,level1.png,Easy
GOL,CETAK,MEDIA,SOSIAL,MASYARAKAT,SAMPAH,BAKAR,IKAN,MUJAIR,GEBOY,bg2.jpg,,,,Huruf terakhir: L,,,Huruf terakhir: R,,,,level2.png,Medium
BACA CLUENYA,TUMBAL,SANTET,GENDAM,TELUH,PERTAPA[*],MANTRA,DUKUN,SESAJEN,BACA CLUENYA,bg_clue.jpg,,Istilah mistis,Istilah mistis,Istilah mistis,Istilah mistis,Istilah mistis,Istilah mistis,Istilah mistis,Istilah mistis,,level_clue.png,Medium
MERAH,MAWAR,BERDURI,IKAN,KEMBUNG,PERUT,KERONCONGAN,MUSIK,PENTAS,SENI,bg2.jpg,,,,Huruf terakhir: N,,,Huruf terakhir: N,,,,level2.png,Medium
KANDUNG,IBU,KOTA,JAKARTA,SELATAN,KUTUB,BERUANG,BUAS,BINATANG,KEBUN,bg2.jpg,,,,Huruf terakhir: A,,,Huruf terakhir: G,,,,level2.png,Medium
BACA CLUENYA,GAJAH,SOTONG,ZEBRA,BADAK,LEMBING[*],RUSA,KANGURU,ULAR,BACA CLUENYA,bg_clue.jpg,,Hewan berbelalai,Hewan bertentakel,Hewan yg belang,Hewan bercula,Hewan berbau,Hewan bertanduk,Hewan berkantung,Hewan berbisa,,level_clue.png,Hard
MOBIL,PEMADAM,KEBAKARAN,PASAR,MALAM,HIBURAN,TAMAN,BUNGA,BANGKAI,TIKUS,bg3.jpg,,Huruf terakhir: M,,,,,,,Huruf terakhir: I,,level3.png,Hard
