1,2,3,4,5,6,7,8,9,10,IMG BG SOAL,1,2,3,4,5,6,7,8,9,10,,
PERANG,SARUNG,BANTAL,TIDUR,SIANG,BOLONG[*],CELANA,CUCI,MESIN,TEKNIK,bg1.jpg,,Jumlah huruf: 6,,Jumlah huruf: 5,,,Jumlah huruf: 6,,Jumlah huruf: 5,,level1.png,Easy
MINYAK,GORENG,PISANG,RAJA,HUTAN,BAKAU[*],POHON,TANAM,MEDIA,SOSIAL,bg1.jpg,,Jumlah huruf: 6,,Jumlah huruf: 4,,,Jumlah huruf: 5,,Jumlah huruf: 5,,level1.png,Easy
BACA CLUENYA,JAHE,MERICA,KETUMBAR,KAPULAGA[*],SEREH,LENGKUAS,KUNYIT,KENCUR,BACA CLUENYA,bg_clue.jpg,,Nama bumbu dapur,Nama bumbu dapur,Nama bumbu dapur,Nama bumbu dapur,Nama bumbu dapur,Nama bumbu dapur,Nama bumbu dapur,Nama bumbu dapur,,level_clue.png,Hard
MAKAN,BISKUIT,ROMA,KELAPA,GADING,GAJAH[*],SIRKUS,PANGGUNG,DEMAM,MERIANG,bg1.jpg,,Jumlah huruf: 7,,Jumlah huruf: 6,,,Jumlah huruf: 6,,Jumlah huruf: 5,,level1.png,Easy
BOTOL,BEKAS,PAKAI,JAKET,KULIT,BUAYA,DARAT,ANGIN,MASUK,KERJA,bg2.jpg,,Huruf terakhir: S,,Huruf terakhir: T,,,Huruf terakhir: T,,Huruf terakhir: K,,level2.png,Medium
POT,BUNGA,BANK,DUNIA,KERJA,LEMBUR[*],MALAM,PANJANG,TANGAN,KOSONG,bg2.jpg,,Huruf terakhir: A,,Huruf terakhir: A,,,Huruf terakhir: M,,Huruf terakhir: N,,level2.png,Medium
KAYU,GERGAJI,MESIN,BUBUT,KAYU,LAPIS,KUE,SODA,GEMBIRA,HATI,bg2.jpg,,Huruf terakhir: I,,Huruf terakhir: T,,,Huruf terakhir: E,,Huruf terakhir: A,,level2.png,Medium
KUPAS,BAWANG,BOMBAY,CINCANG,DAGING[*],RENDANG,SAPI,POTONG,RAMBUT,LURUS,bg2.jpg,,Huruf terakhir: G,,Huruf terakhir: G,,,Huruf terakhir: I,,Huruf terakhir: T,,level2.png,Medium
HITAM,MAWAR,BUNGA,TAMAN,PESTA[*],TAMU,RUANG,SUDUT,SOFA,BANTAL,bg3.jpg,,Huruf terakhir: R,,,,,,,Huruf terakhir: A,,level3.png,Hard
LEBARAN,MUDIK,JALUR,PINDAH,RUMAH[*],BEDAH,DOKTER,SERAGAM,JAHIT,TUKANG,bg3.jpg,,Huruf terakhir: K,,,,,,,Huruf terakhir: T,,level3.png,Hard
