1,2,3,4,5,6,7,8,9,10,IMG BG SOAL,1,2,3,4,5,6,7,8,9,10,,
SIM,KELILING,LINGKARAN,LUAS,TANAH[*],AIR,TERMOS,PANAS,BUMI,ROTASI,bg1.jpg,,,,Jumlah huruf: 4,,,Jumlah huruf: 6,,,,level1.png,Easy
KUDA,KEPANG,RAMBUT,SEMIR,SEPATU[*],SIKAT,BAJU,KANCING,BATERAI,BATU,bg1.jpg,,,,Jumlah huruf: 5,,,Jumlah huruf: 4,,,,level1.png,Easy
BACA CLUENYA,JOYKO,ZEBRA,PILOT,KENKO[*],PARKER,SNOWMAN,STANDARD,FASTER,BACA CLUENYA,bg_clue.jpg,,Merek Puplen,Merek Puplen,Merek Puplen,Merek Puplen,Merek Puplen,Merek Puplen,Merek Puplen,Merek Puplen,,level_clue.png,Hard
ASAP,DAGING,CINCANG,HALUS,BOCOR[*],EMBER,MULUT,BAU,SAMPAH,ORGANIK,bg1.jpg,,,,Jumlah huruf: 5,,,Jumlah huruf: 5,,,,level1.png,Easy
SETAN,CABAI,KERITING,GANTUNG,AKAR[*],SERABUT,SARAF,TEPI,JURANG,DALAM,bg2.jpg,,,,Huruf terakhir: G,,,Huruf terakhir: F,,,,level2.png,Medium
BACA CLUENYA,MIE,KECAP,MICIN,GARAM[*],SAOS,SAWI,CABAI,AYAM,BACA CLUENYA,bg_clue.jpg,,Bahan mie ayam,Bahan mie ayam,Bahan mie ayam,Bahan mie ayam,Bahan mie ayam,Bahan mie ayam,Bahan mie ayam,Bahan mie ayam,,level_clue.png,Medium
ROTI,SELAI,NANAS,MADU,BERUANG[*],MERAH,DARAH,GOLONGAN,KARYA,WIJAYA,bg2.jpg,,,,Huruf terakhir: U,,,Huruf terakhir: H,,,,level2.png,Medium
LAMPU,TIDUR,PUTRI,RAJA,HUTAN[*],BAKAU,POHON,AKAR,NAPAS,BUATAN,bg2.jpg,,,,Huruf terakhir: A,,,Huruf terakhir: N,,,,level2.png,Medium
BACA CLUENYA,ROSSI,JORDAN,PIERO,MESSI[*],RONALDO,TYSON,HAMILTON,LEBRON,BACA CLUENYA,bg_clue.jpg,,Olahragawan dunia,Olahragawan dunia,Olahragawan dunia,Olahragawan dunia,Olahragawan dunia,Olahragawan dunia,Olahragawan dunia,Olahragawan dunia,,level_clue.png,Hard
GIGIT,JARI,TENGAH,HARI,RAYA[*],JALAN,SEMPIT,LUBANG,JARUM,JAM,bg3.jpg,,Huruf terakhir: I,,,,,,,Huruf terakhir: M,,level3.png,Hard
