1,2,3,4,5,6,7,8,9,10,IMG BG SOAL,1,2,3,4,5,6,7,8,9,10,,
PANAS,RADIATOR,KIPAS,GANTUNG,PAKAIAN,BEKAS,BARANG,ANGKUT,JASA,BIRO,bg1.jpg,,,,Jumlah huruf: 7,,,Jumlah huruf: 6,,,,level1.png,Easy
BAKAR,ROTI,SELAI,KACANG,BUMBU,SATE,MADURA,SOTO,SAPI,KARAPAN,bg1.jpg,,,,Jumlah huruf: 6,,,Jumlah huruf: 6,,,,level1.png,Easy
BACA CLUENYA,AWALUDIN,KAMARUDIN,JALALUDIN,SAPIUDIN[*],ALIMUDIN[*],AMINUDIN,SARAFUDIN,SADARUDIN,BACA CLUENYA,bg_clue.jpg,,Nama Udin sedunia,Nama Udin sedunia,Nama Udin sedunia,Nama Udin sedunia,Nama Udin sedunia,Nama Udin sedunia,Nama Udin sedunia,Nama Udin sedunia,,level_clue.png,Hard
ELANG,MATA,KATARAK,OPERASI,ZEBRA,BELANG,KULIT,KERING,PAKAIAN,JEMUR,bg1.jpg,,,,Jumlah huruf: 7,,,Jumlah huruf: 5,,,,level1.png,Easy
TONG,SETAN,CABAI,MERAH,LAMPU,LED,TELEVISI,TABUNG,GAS,PIPA,bg2.jpg,,,,Huruf terakhir: H,,,Huruf terakhir: I,,,,level2.png,Medium
BACA CLUENYA,BANDENG,LELE,MAS,PATIN[*],NILA[*],GURAMI,MUJAIR,GABUS,BACA CLUENYA,bg_clue.jpg,,Ikan air tawar,Ikan air tawar,Ikan air tawar,Ikan air tawar,Ikan air tawar,Ikan air tawar,Ikan air tawar,Ikan air tawar,,level_clue.png,Medium
TANAH,MINYAK,SAWIT,KELAPA,JANUR,KUNING,KARTU,VOUCHER,KODE,MORSE,bg2.jpg,,,,Huruf terakhir: A,,,Huruf terakhir: U,,,,level2.png,Medium
TAKRAW,SEPAK,TERJANG,BANJIR,SUNGAI,JEMBATAN,LAYANG,TERBANG,LAPANGAN,RUMPUT,bg2.jpg,,,,Huruf terakhir: R,,,Huruf terakhir: G,,,,level2.png,Medium
BACA CLUENYA,GUPPY,CUPANG,LOUHAN,BULU[*],KOI[*],PLATY,MOLLY,KOMET,BACA CLUENYA,bg_clue.jpg,,Ikan hias,Ikan hias,Ikan hias,Ikan hias,Ikan hias,Ikan hias,Ikan hias,Ikan hias,,level_clue.png,Hard
HOTEL,BUTIK,ANTAM,EMAS,KALUNG,SAPI,KURBAN,PANITIA,KETUA,YAYASAN,bg3.jpg,,Huruf terakhir: K,,,,,,,Huruf terakhir: A,,level3.png,Hard
