1,2,3,4,5,6,7,8,9,10,IMG BG SOAL,1,2,3,4,5,6,7,8,9,10,,
PAPAN,INFORMASI,SUMBER,MAKANAN,TRADISIONAL,MAINAN,EDUKATIF,KONTEN,VIDEO,REKAMAN,bg1.jpg,,Jumlah huruf: 9,,Jumlah huruf: 7,,,Jumlah huruf: 8,,Jumlah huruf: 5,,level1.png,Easy
MALING,JEMURAN,KERING,BIBIR,MERAH,MUDA,DAUN,PISANG,JANTUNG,DETAK,bg1.jpg,,Jumlah huruf: 7,,Jumlah huruf: 5,,,Jumlah huruf: 4,,Jumlah huruf: 7,,level1.png,Easy
BAMBU,SULING,TIUPAN,ANGIN,MATA,KAKI,KAOS,POLOS,KERTAS,UANG,bg1.jpg,,Jumlah huruf: 6,,Jumlah huruf: 5,,,Jumlah huruf: 4,,Jumlah huruf: 6,,level1.png,Easy
SENDOK,SEMEN,BANGUNAN,TUKANG,KERAMIK,DINDING,WALLPAPER,GAMBAR,KERTAS,STAPLER,bg1.jpg,,Jumlah huruf: 5,,Jumlah huruf: 6,,,Jumlah huruf: 9,,Jumlah huruf: 6,,level1.png,Easy
LAMPU,PETROMAK,TANGKI,TRUK,GANDENG,TANGAN,SAPU,LIDI,ANYAMAN,BAMBU,bg2.jpg,,Huruf terakhir: K,,Huruf terakhir: K,,,Huruf terakhir: U,,Huruf terakhir: N,,level2.png,Medium
ANGKER,RUMAH,IBADAH,HAJI,REGULER,JADWAL,PELAJARAN,BUKU,KUTU,AIR,bg2.jpg,,Huruf terakhir: H,,Huruf terakhir: I,,,Huruf terakhir: N,,Huruf terakhir: U,,level2.png,Medium
TALI,PINGGANG,SAKIT,KEPALA,SUKU,BUNGA,BANK,SWASTA,PEGAWAI,NEGERI,bg2.jpg,,Huruf terakhir: G,,Huruf terakhir: A,,,Huruf terakhir: K,,Huruf terakhir: I,,level2.png,Medium
UANG,LOGAM,MULIA,BATU,KALI,PASIR,HISAP,UDARA,DINGIN,MINUMAN,bg2.jpg,,Huruf terakhir: M,,Huruf terakhir: U,,,Huruf terakhir: P,,Huruf terakhir: N,,level2.png,Medium
BACA CLUENYA,ARIEL,DUTA,CHRISYE,AFGAN[*],PASHA,ROSSA,VIRGOUN,RHOMA,BACA CLUENYA,bg_clue.jpg,,Penyanyi terkenal,Penyanyi terkenal,Penyanyi terkenal,Penyanyi terkenal,Penyanyi terkenal,Penyanyi terkenal,Penyanyi terkenal,Penyanyi terkenal,,level_clue.png,Hard
PISAU,BUAH,KERANJANG,BELANJA,ONLINE,GAME,TEBAKAN,TEBAK,KATA,BERKAIT,bg3.jpg,,Huruf terakhir: H,,,,,,,Huruf terakhir: A,,level3.png,Hard
