1,2,3,4,5,6,7,8,9,10,IMG BG SOAL,1,2,3,4,5,6,7,8,9,10,,
HEMAT,PAKET,KURIR,EKSPRES,KERETA,GANTUNG[*],LAMPU,HIAS,TANAMAN,LANGKA,bg1.jpg,,Jumlah huruf: 5,,Jumlah huruf: 7,,,Jumlah huruf: 5,,Jumlah huruf: 7,,level1.png,Easy
SATE,TUSUK,GIGI,TARING,ULAR,SAWAH[*],BAJAK,LAUT,KAPAL,JANGKAR,bg1.jpg,,Jumlah huruf: 5,,Jumlah huruf: 6,,,Jumlah huruf: 5,,Jumlah huruf: 5,,level1.png,Easy
BACA CLUENYA,BIORE,LUX,GIV,DOVE,LIFEBUOY,DETTOL,NUVO,ASEPSO,BACA CLUENYA,bg_clue.jpg,,Merek sabun mandi,Merek sabun mandi,Merek sabun mandi,Merek sabun mandi,Merek sabun mandi,Merek sabun mandi,Merek sabun mandi,Merek sabun mandi,,level_clue.png,Hard
BESI,PAGAR,DORONG,MOBIL,BALAP,KUDA,PONI,RAMBUT,KERAMAS,SAMPO,bg1.jpg,,Jumlah huruf: 5,,Jumlah huruf: 5,,,Jumlah huruf: 4,,Jumlah huruf: 7,,level1.png,Easy
RUMAH,HANTU,BURUNG,SAYAP,PESAWAT,TEMPUR,STRATEGI,BISNIS,KELUARGA,BERENCANA,bg2.jpg,,Huruf terakhir: U,,Huruf terakhir: P,,,Huruf terakhir: I,,Huruf terakhir: A,,level2.png,Medium
KUMIS,KUCING,CAKAR,TAJAM,SILET,CUKUR,JENGGOT,LEBAT,HUJAN,BADAI,bg2.jpg,,Huruf terakhir: G,,Huruf terakhir: M,,,Huruf terakhir: T,,Huruf terakhir: N,,level2.png,Medium
YOYO,TALI,TAMBANG,TARIK,TUNAI,BAYAR,CICILAN,KREDIT,RUMAH,MINIMALIS,bg2.jpg,,Huruf terakhir: I,,Huruf terakhir: K,,,Huruf terakhir: N,,Huruf terakhir: H,,level2.png,Medium
DARAH,DONOR,ORGAN,DALAM,CELANA,RENANG,KOLAM,BUATAN,DANAU,TOBA,bg2.jpg,,Huruf terakhir: R,,Huruf terakhir: M,,,Huruf terakhir: M,,Huruf terakhir: U,,level2.png,Medium
TUMBANG,PETINJU,MENTAL,KALAH,LOMBA,DEBAT,SENGIT,DUEL,PEDANG,PORA,bg3.jpg,,Huruf terakhir: U,,,,,,,Huruf terakhir: G,,level3.png,Hard
POS,RONDA,JADWAL,PERTANDINGAN,WASIT,PELUIT,PARKIR,GRATIS,ONGKIR,BAYAR,bg3.jpg,,Huruf terakhir: A,,,,,,,Huruf terakhir: R,,level3.png,Hard
