1,2,3,4,5,6,7,8,9,10,IMG BG SOAL,1,2,3,4,5,6,7,8,9,10,,
BAWANG,MERAH,DARAH,DONOR,ORGAN,TUBUH,LANGSING,IDEAL,TINGGI,MENARA,bg1.jpg,,Jumlah huruf: 5,,Jumlah huruf: 5,,,Jumlah huruf: 8,,Jumlah huruf: 6,,level1.png,Easy
WAYANG,KULIT,PERAWATAN,WAJAH,MASKER,KAIN,BATIK,SARUNG,TANGAN,REM,bg1.jpg,,Jumlah huruf: 5,,Jumlah huruf: 5,,,Jumlah huruf: 5,,Jumlah huruf: 6,,level1.png,Easy
LALAT,TERBANG,PESAWAT,TELEPON,UMUM,TOILET,PINTU,GESER,LEMARI,BAJU,bg1.jpg,,Jumlah huruf: 7,,Jumlah huruf: 7,,,Jumlah huruf: 5,,Jumlah huruf: 6,,level1.png,Easy
LONTONG,SAYUR,BAYAM,HIJAU,RUMPUT,GAJAH,SIRKUS,BADUT,SULAP,TRIK,bg1.jpg,,Jumlah huruf: 5,,Jumlah huruf: 5,,,Jumlah huruf: 6,,Jumlah huruf: 5,,level1.png,Easy
KOLAK,SINGKONG,KEJU,PARUT,KELAPA,MINYAK,WANGI,MELATI,BUNGA,KELOPAK,bg2.jpg,,Huruf terakhir: G,,Huruf terakhir: T,,,Huruf terakhir: I,,Huruf terakhir: A,,level2.png,Medium
POTONG,BEBEK,TELUR,ASIN,GARAM,DAPUR,MASAK,KOMPOR,PANAS,API,bg2.jpg,,Huruf terakhir: K,,Huruf terakhir: N,,,Huruf terakhir: K,,Huruf terakhir: S,,level2.png,Medium
ES,CAMPUR,TANGAN,CUCI,SABUN,CAIR,DETERJEN,PAKAIAN,SETRIKA,PANAS,bg2.jpg,,Huruf terakhir: R,,Huruf terakhir: I,,,Huruf terakhir: N,,Huruf terakhir: A,,level2.png,Medium
BUMBU,KACANG,PANJANG,RAMBUT,RONTOK,GIGI,DOKTER,RESEP,OBAT,SIRUP,bg2.jpg,,Huruf terakhir: G,,Huruf terakhir: T,,,Huruf terakhir: R,,Huruf terakhir: T,,level2.png,Medium
BACA CLUENYA,BAJIGUR,RONDE,SEKOTENG,STMJ[*],JAMU[*],CENDOL,DAWET,BANDREK,BACA CLUENYA,bg_clue.jpg,,Minuman tradisional,Minuman tradisional,Minuman tradisional,Minuman tradisional,Minuman tradisional,Minuman tradisional,Minuman tradisional,Minuman tradisional,,level_clue.png,Hard
PERIODIK,TABEL,PERKALIAN,BERSUSUN,LEMARI,KACA,BENING,LENSA,CEMBUNG,PERMUKAAN,bg3.jpg,,Huruf terakhir: L,,,,,,,Huruf terakhir: G,,level3.png,Hard
