1,2,3,4,5,6,7,8,9,10,IMG BG SOAL,1,2,3,4,5,6,7,8,9,10,,
CICAK,BUNTUT,SOP,KUAH,ASIN[*],GARAM,DAPUR,BERSIH,PAKAIAN,CUCI,bg1.jpg,,,,Jumlah huruf: 4,,,Jumlah huruf: 5,,,,level1.png,Easy
PONI,RAMBUT,SEMIR,SIKAT,TOILET[*],UMUM,KETUA,RW,PENGURUS,ORGANISASI,bg1.jpg,,,,Jumlah huruf: 5,,,Jumlah huruf: 5,,,,level1.png,Easy
BACA CLUENYA,DANCOW,ZEE,SGM,BONEETO[*],HILO,CHILKID,PEDIASURE,MILO,BACA CLUENYA,bg_clue.jpg,,Merek susu bubuk,Merek susu bubuk,Merek susu bubuk,Merek susu bubuk,Merek susu bubuk,Merek susu bubuk,Merek susu bubuk,Merek susu bubuk,,level_clue.png,Hard
JENGKOL,BAU,BUSUK,BANGKAI,HEWAN[*],AMFIBI,TANK,BAJA,RINGAN,TANGAN,bg1.jpg,,,,Jumlah huruf: 7,,,Jumlah huruf: 4,,,,level1.png,Easy
DASI,SEKOLAH,KANTIN,JAJANAN,SEHAT[*],JASMANI,PENDIDIKAN,SARJANA,MUDA,DARAH,bg2.jpg,,,,Huruf terakhir: N,,,Huruf terakhir: N,,,,level2.png,Medium
BACA CLUENYA,SPRITE,PEPSI,COCACOLA,GREENSANDS[*],BIGCOLA,TEBS,ZODA,FANTA,BACA CLUENYA,bg_clue.jpg,,Minuman bersoda,Minuman bersoda,Minuman bersoda,Minuman bersoda,Minuman bersoda,Minuman bersoda,Minuman bersoda,Minuman bersoda,,level_clue.png,Medium
NANAS,MADU,MURNI,EMAS,CINCIN[*],NIKAH,WALI,HAKIM,GARIS,PANTAI,bg2.jpg,,,,Huruf terakhir: S,,,Huruf terakhir: I,,,,level2.png,Medium
RAK,BUKU,TAMU,UNDANGAN,PESTA[*],TOPENG,MONYET,LIAR,BINATANG,KEBUN,bg2.jpg,,,,Huruf terakhir: N,,,Huruf terakhir: T,,,,level2.png,Medium
BACA CLUENYA,MANIS,PEDAS,KECUT,ENAK[*],GURIH,PAHIT,TAWAR,ASIN,BACA CLUENYA,bg_clue.jpg,,Macam-macam rasa,Macam-macam rasa,Macam-macam rasa,Macam-macam rasa,Macam-macam rasa,Macam-macam rasa,Macam-macam rasa,Macam-macam rasa,,level_clue.png,Hard
FILM,ADEGAN,BERBAHAYA,ZONA,WAKTU[*],TAMBAHAN,UANG,AMPLOP,SURAT,KUASA,bg3.jpg,,Huruf terakhir: N,,,,,,,Huruf terakhir: T,,level3.png,Hard
