1,2,3,4,5,6,7,8,9,10,IMG BG SOAL,1,2,3,4,5,6,7,8,9,10,,
SALAD,BUAH,ANAK,KAMAR,HOTEL[*],BANTAL,GULING,TAHU,KOTAK,BAND,bg1.jpg,,,,Jumlah huruf: 5,,,Jumlah huruf: 6,,,,level1.png,Easy
SALDO,REKENING,KORAN,KERTAS,BURAM[*],MATA,IKAN,DUYUNG,PUTRI,RAJA,bg1.jpg,,,,Jumlah huruf: 6,,,Jumlah huruf: 4,,,,level1.png,Easy
BACA CLUENYA,BARET,SERET,CORET,MENCRET[*],KAMPRET,MARET,BARET,KARET,BACA CLUENYA,bg_clue.jpg,,Kata berakhiran -RET,Kata berakhiran -RET,Kata berakhiran -RET,Kata berakhiran -RET,Kata berakhiran -RET,Kata berakhiran -RET,Kata berakhiran -RET,Kata berakhiran -RET,,level_clue.png,Hard
TUBRUK,KOPI,BIJI,MARKISA,SIRUP[*],OBAT,BATUK,PILEK,HIDUNG,MANCUNG,bg1.jpg,,,,Jumlah huruf: 7,,,Jumlah huruf: 5,,,,level1.png,Easy
REBUS,PISANG,JANTUNG,SAKIT,PINGGANG[*],LANGSING,OBAT,TUKANG,PIJAT,BAYI,bg2.jpg,,,,Huruf terakhir: T,,,Huruf terakhir: T,,,,level2.png,Medium
BACA CLUENYA,POSISI,SITUASI,OBLIGASI,TRANSMIGRASI[*],REBOISASI,TERASI,KOMISI,KONDISI,BACA CLUENYA,bg_clue.jpg,,Kata berakhiran -SI,Kata berakhiran -SI,Kata berakhiran -SI,Kata berakhiran -SI,Kata berakhiran -SI,Kata berakhiran -SI,Kata berakhiran -SI,Kata berakhiran -SI,,level_clue.png,Medium
KALENG,SARDEN,IKAN,MATA,KAKI[*],GAJAH,GADING,RETAK,PIRING,TERBANG,bg2.jpg,,,,Huruf terakhir: A,,,Huruf terakhir: G,,,,level2.png,Medium
BATU,AKIK,CINCIN,KAWIN,SILANG[*],PENDAPAT,PRIBADI,SOPIR,TRUK,GANDENG,bg2.jpg,,,,Huruf terakhir: N,,,Huruf terakhir: I,,,,level2.png,Medium
BACA CLUENYA,HANTU,TENTU,SUATU,RATU[*],SATU,WAKTU,KUTU,BANTU,BACA CLUENYA,bg_clue.jpg,,Kata berakhiran -TU,Kata berakhiran -TU,Kata berakhiran -TU,Kata berakhiran -TU,Kata berakhiran -TU,Kata berakhiran -TU,Kata berakhiran -TU,Kata berakhiran -TU,,level_clue.png,Hard
KEJU,PARUT,LUKA,OBAT,LUAR[*],NEGERI,BAMBU,KUNING,GIGI,KARANG,bg3.jpg,,Huruf terakhir: T,,,,,,,Huruf terakhir: I,,level3.png,Hard
