1,2,3,4,5,6,7,8,9,10,IMG BG SOAL,1,2,3,4,5,6,7,8,9,10,,
FESTIVAL,LAMPION,KERTAS,LIPAT,PISAU,SARUNG,KAIN,PEL,LANTAI,LICIN,bg1.jpg,,,,Jumlah huruf: 5,,,Jumlah huruf: 4,,,,level1.png,Easy
PIANO,KLASIK,MUSIK,KONSER,PANGGUNG,DEKORASI,PERNIKAHAN,DINI,HARI,MATA,bg1.jpg,,,,Jumlah huruf: 6,,,Jumlah huruf: 10,,,,level1.png,Easy
BACA CLUENYA,MANDIRI,BCA,BNI,BRI,BTN,BSI,NIAGA,PANIN,BACA CLUENYA,bg_clue.jpg,,Nama bank nasional,Nama bank nasional,Nama bank nasional,Nama bank nasional,Nama bank nasional,Nama bank nasional,Nama bank nasional,Nama bank nasional,,level_clue.png,Hard
GADIS,SAMPUL,MAJALAH,WANITA,KARIER,JENJANG,PENDIDIKAN,SARJANA,TEKNIK,ELEKTRO,bg1.jpg,,,,Jumlah huruf: 6,,,Jumlah huruf: 10,,,,level1.png,Easy
BENCANA,SIAGA,POS,RONDA,JADWAL,PIKET,KELAS,WALI,MURID,TELADAN,bg2.jpg,,,,Huruf terakhir: A,,,Huruf terakhir: S,,,,level2.png,Medium
BACA CLUENYA,MEDAN,PALEMBANG,SERANG,SEMARANG,BANDUNG,SURABAYA,SAMARINDA,PONTIANAK,BACA CLUENYA,bg_clue.jpg,,Ibukota Sumut,Ibukota Sumsel,Ibukota Banten,Ibukota Jateng,Ibkota Jabar,Ibukota Jatim,Ibukota Kaltim,Ibukota Kalbar,,level_clue.png,Medium
BAN,BOCOR,HALUS,KULIT,SABUN,CAIR,BENDA,KATA,SIFAT,SOMBONG,bg2.jpg,,,,Huruf terakhir: T,,,Huruf terakhir: A,,,,level2.png,Medium
GRANAT,NANAS,SIRUP,BOTOL,PEMBUKA,ACARA,TEMA,PARAGRAF,PENUTUP,MATA,bg2.jpg,,,,Huruf terakhir: L,,,Huruf terakhir: A,,,,level2.png,Medium
BACA CLUENYA,BAWANG,GENDAR,KULIT,MIE,IKAN,BERAS,UDANG,PASIR,BACA CLUENYA,bg_clue.jpg,,Jenis kerupuk,Jenis kerupuk,Jenis kerupuk,Jenis kerupuk,Jenis kerupuk,Jenis kerupuk,Jenis kerupuk,Jenis kerupuk,,level_clue.png,Hard
BULAT,TELUR,PUYUH,ANGIN,KIPAS,SATE,KAMBING,KURBAN,DAGING,SAPI,bg3.jpg,,Huruf terakhir: R,,,,,,,Huruf terakhir: G,,level3.png,Hard
