1,2,3,4,5,6,7,8,9,10,IMG BG SOAL,1,2,3,4,5,6,7,8,9,10,,
KABAR,BAHAGIA,PASANGAN,SEPATU,LIDAH,SARIAWAN,BIBIR,SUMBING,GUNUNG,KAKI,bg1.jpg,,Jumlah huruf: 7,,Jumlah huruf: 6,,,Jumlah huruf: 5,,Jumlah huruf: 6,,level1.png,Easy
BACA CLUENYA,RUSH,COROLLA,AVANZA,INNOVA,FORTUNER,CAMRY,YARIS,VELOZ,BACA CLUENYA,bg_clue.jpg,,Tipe mobil Toyota,Tipe mobil Toyota,Tipe mobil Toyota,Tipe mobil Toyota,Tipe mobil Toyota,Tipe mobil Toyota,Tipe mobil Toyota,Tipe mobil Toyota,,level_clue.png,Hard
TAMBAL,LUBANG,JALAN,LINGKAR,KEPALA,BATU,SUNGAI,ALIRAN,SESAT,LOGIKA,bg1.jpg,,Jumlah huruf: 6,,Jumlah huruf: 7,,,Jumlah huruf: 6,,Jumlah huruf: 5,,level1.png,Easy
SIMULASI,KREDIT,MOBIL,MOGOK,MAKAN,SELERA,HUMOR,KOCAK,ADEGAN,SINETRON,bg1.jpg,,Jumlah huruf: 6,,Jumlah huruf: 5,,,Jumlah huruf: 5,,Jumlah huruf: 6,,level1.png,Easy
POLULER,LAGU,DAERAH,PERATURAN,PEMERINTAH,PUSAT,KANTOR,POLISI,MILITER,AKADEMI,bg2.jpg,,Huruf terakhir: U,,Huruf terakhir: N,,,Huruf terakhir: R,,Huruf terakhir: R,,level2.png,Medium
AMFIBI,TANK,TEMPUR,ZONA,NYAMAN,KURSI,GOYANG,PINGGUL,OTOT,KRAM,bg2.jpg,,Huruf terakhir: K,,Huruf terakhir: A,,,Huruf terakhir: G,,Huruf terakhir: T,,level2.png,Medium
PERMEN,KOPI,BUBUK,GERGAJI,MESIN,ATM,TARIK,TAMBANG,CACING,HATI,bg2.jpg,,Huruf terakhir: I,,Huruf terakhir: I,,,Huruf terakhir: K,,Huruf terakhir: G,,level2.png,Medium
TERONG,SAMBAL,CABAI,BIJI,SALAK,KULIT,JAKET,HANGAT,NASI,GORENG,bg2.jpg,,Huruf terakhir: L,,Huruf terakhir: I,,,Huruf terakhir: T,,Huruf terakhir: I,,level2.png,Medium
PAKU,PAYUNG,LIPAT,KURSI,GOYANG,LIDAH,MERTUA,GALAK,PELATIH,SENAM,bg3.jpg,,Huruf terakhir: G,,,,,,,Huruf terakhir: H,,level3.png,Hard
DENGKUL,MODAL,PINJAMAN,UANG,TUNAI,HADIAH,HIBURAN,RAKYAT,SUARA,KENTUT,bg3.jpg,,Huruf terakhir: L,,,,,,,Huruf terakhir: A,,level3.png,Hard
