1,2,3,4,5,6,7,8,9,10,IMG BG SOAL,1,2,3,4,5,6,7,8,9,10,,
JAMUR,KANCING,BAJU,TIDUR,LAMPU,PUTUS,,,,,bg1.jpg,,Jumlah huruf: 7,,,Jumlah huruf: 5,,,,,,level1.png,Easy
KUPING,JAMUR,BERACUN,LIMBAH,PADAT,ACARA,,,,,bg1.jpg,,Jumlah huruf: 5,,,Jumlah huruf: 5,,,,,,level1.png,Easy
KACANG,METE,JAMBU,BIJI,DURIAN,SELAI,ROTI,,,,bg1.jpg,,Jumlah huruf: 4,,,,Jumlah huruf: 5,,,,,level1.png,Easy
WANGI,PANDAN,DAUN,LEBAT,HUJAN,PETIR,KILATAN,,,,bg1.jpg,,Jumlah huruf: 6,,,,Jumlah huruf: 5,,,,,level1.png,Easy
SEPATU,SEMIR,RAMBUT,KUSUT,BENANG,JARUM,CAPUNG,TERBANG,,,bg2.jpg,,Jumlah huruf: 5,,,,,Jumlah huruf: 6,,,,level2.png,Medium
LACI,MEJA,BELAJAR,KELOMPOK,DISKUSI,PANEL,LISTRIK,TAGIHAN,,,bg2.jpg,,Huruf terakhir: A,,,,,Huruf terakhir: K,,,,level2.png,Medium
BEGADANG,RHOMA,IRAMA,MERDU,LAGU,LIRIK,MATA,BOLA,PINGPONG,,bg2.jpg,,Huruf terakhir: A,,,,,,Huruf terakhir: A,,,level2.png,Medium
JURANG,DALAM,SUMUR,GALI,LUBANG,JEBAKAN,BATMAN,ROBIN,HOOD,,bg2.jpg,,Huruf terakhir: M,,,,,,Huruf terakhir: N,,,level2.png,Medium
BACA CLUENYA,PIRING,GARPU,SENDOK,MANGKUK,SUMPIT,GELAS,CANGKIR,PISAU,BACA CLUENYA,bg_clue.jpg,,Nama alat makan,Nama alat makan,Nama alat makan,Nama alat makan,Nama alat makan,Nama alat makan,Nama alat makan,Nama alat makan,,level_clue.png,Hard
GONI,KARUNG,BALAP,SIRKUIT,ELEKTRONIK[*],SAMPAH,TRUK,SOPIR,ANGKOT,MOGOK,bg3.jpg,,Huruf terakhir: G,,,,,,,Huruf terakhir: T,,level3.png,Hard
