1,2,3,4,5,6,7,8,9,10,IMG BG SOAL,1,2,3,4,5,6,7,8,9,10,,
PARKIR,LIAR,ANJING,LAUT,ANGIN[*],MASUK,KERJA,LEMBUR,MALAM,JAGA,bg1.jpg,,Jumlah huruf: 4,,Jumlah huruf: 4,,,Jumlah huruf: 5,,Jumlah huruf: 5,,level1.png,Easy
BIRU,TENDA,PESTA,PERNIKAHAN,UNDANGAN[*],CETAK,FOTO,KOPI,PAHIT,JAMU,bg1.jpg,,Jumlah huruf: 5,,Jumlah huruf: 10,,,Jumlah huruf: 4,,Jumlah huruf: 5,,level1.png,Easy
GIGI,TUSUK,SATE,KAMBING,SUSU[*],KOTAK,SURAT,UNDANGAN,NIKAH,WALI,bg1.jpg,,Jumlah huruf: 5,,Jumlah huruf: 7,,,Jumlah huruf: 5,,Jumlah huruf: 5,,level1.png,Easy
BAKSO,TELUR,DADAR,GULUNG,TIKAR[*],GELAR,SARJANA,MUDA,KELAPA,ES,bg1.jpg,,Jumlah huruf: 5,,Jumlah huruf: 6,,,Jumlah huruf: 7,,Jumlah huruf: 6,,level1.png,Easy
JAYA,SINAR,MATAHARI,TERBIT,IZIN[*],SURAT,DOKTER,KANDUNGAN,GIZI,BURUK,bg2.jpg,,Huruf terakhir: R,,Huruf terakhir: T,,,Huruf terakhir: R,,Huruf terakhir: I,,level2.png,Medium
MONYET,TOPENG,TARI,SENI,KARYA,TULIS[*],BUKU,CETAK,STRUK,ATM,bg2.jpg,,Huruf terakhir: G,,Huruf terakhir: I,,,Huruf terakhir: U,,Huruf terakhir: K,,level2.png,Medium
LEM,LENGKET,GETAH,KARET,GELANG,EMAS[*],GIGI,PALSU,JANJI,INGKAR,bg2.jpg,,Huruf terakhir: T,,Huruf terakhir: T,,,Huruf terakhir: I,,Huruf terakhir: I,,level2.png,Medium
JAM,DINGDONG,MAIN,BOLA,TENIS,MEJA[*],KAYU,TUKANG,BANGUNAN,KUNO,bg2.jpg,,Huruf terakhir: G,,Huruf terakhir: A,,,Huruf terakhir: U,,Huruf terakhir: N,,level2.png,Medium
BACA CLUENYA,LEMPER,KLEPON,GETHUK,APEM,CUCUR[*],PUTU,WAJIK,SERABI,BACA CLUENYA,bg_clue.jpg,,Makanan tradisional,Makanan tradisional,Makanan tradisional,Makanan tradisional,Makanan tradisional,Makanan tradisional,Makanan tradisional,Makanan tradisional,,level_clue.png,Hard
SENYUM,MANIS,KECAP,BOTOL,TUTUP,PANCI[*],BOLONG,CELANA,KOLOR,IJO,bg3.jpg,,Huruf terakhir: S,,,,,,,Huruf terakhir: R,,level3.png,Hard
