1,2,3,4,5,6,7,8,9,10,IMG BG SOAL,1,2,3,4,5,6,7,8,9,10,,
LISTRIK,KUMPARAN,PRIMER,CAT,KAYU[*],AMPLAS,KASAR,PEKERJA,SERIKAT,AMERIKA,bg1.jpg,,,,Jumlah huruf: 3,,,Jumlah huruf: 5,,,,level1.png,Easy
PRIMA,BILANGAN,BULAT,TELUR,CANGKANG[*],KEPITING,CAPIT,BONEKA,BARBIE,GIRL,bg1.jpg,,,,Jumlah huruf: 5,,,Jumlah huruf: 5,,,,level1.png,Easy
BACA CLUENYA,KAMPUNG,BROILER,JAGO,CEMANI[*],BEKISAR,NEGERI,KALKUN,KATE,BACA CLUENYA,bg_clue.jpg,,Nama jenis ayam,Nama jenis ayam,Nama jenis ayam,Nama jenis ayam,Nama jenis ayam,Nama jenis ayam,Nama jenis ayam,Nama jenis ayam,,level_clue.png,Hard
KEONG,RACUN,TIKUS,SAWAH,IRIGASI[*],ALIRAN,SUNGAI,BENDUNGAN,JEBOL,KRAN,bg1.jpg,,,,Jumlah huruf: 5,,,Jumlah huruf: 6,,,,level1.png,Easy
SILA,DUDUK,PERKARA,HUKUM,SARJANA[*],PROGRAM,ACARA,TELEVISI,ANTENA,KABEL,bg2.jpg,,,,Huruf terakhir: M,,,Huruf terakhir: A,,,,level2.png,Medium
AYAKAN,PASIR,TRUK,MUATAN,LOKAL[*],PENDUDUK,PERPINDAHAN,PANAS,CUACA,PRAKIRAAN,bg2.jpg,,,,Huruf terakhir: N,,,Huruf terakhir: N,,,,level2.png,Medium
TASBIH,DIGITAL,KAMERA,FOTO,CETAK[*],BIRU,TENDA,PRAMUKA,SIAGA,POS,bg2.jpg,,,,Huruf terakhir: O,,,Huruf terakhir: A,,,,level2.png,Medium
BACA CLUENYA,BURJO,SERABI,MENDOAN,BAKSO[*],PUTU,SEBLAK,CILUR,CIMOL,BACA CLUENYA,bg_clue.jpg,,Jajanan kaki 5,Jajanan kaki 5,Jajanan kaki 5,Jajanan kaki 5,Jajanan kaki 5,Jajanan kaki 5,Jajanan kaki 5,Jajanan kaki 5,,level_clue.png,Medium
TOPLES,PLASTIK,KANTUNG,DARAH,DONOR[*],ORGAN,DALAM,ORANG,WAYANG,KULIT,bg3.jpg,,Huruf terakhir: K,,,,,,,Huruf terakhir: G,,level3.png,Hard
GURITA,BISNIS,PELUANG,EMAS,MEDALI[*],PERAK,CINCIN,NIKAH,BUKU,CERITA,bg3.jpg,,Huruf terakhir: S,,,,,,,Huruf terakhir: U,,level3.png,Hard
