1,2,3,4,5,6,7,8,9,10,IMG BG SOAL,1,2,3,4,5,6,7,8,9,10,,
INDUSTRI,KAWASAN,PREMAN,PENSIUN,DINI,PERNIKAHAN,PESTA,UNDANGAN,SURAT,KABAR,bg1.jpg,,Jumlah huruf: 7,,Jumlah huruf: 7,,,Jumlah huruf: 5,,Jumlah huruf: 5,,level1.png,Easy
GANTUNGAN,KUNCI,LEMARI,PAKAIAN,ADAT,HUKUM,AHLI,KONSULTAN,JASA,BIRO,bg1.jpg,,Jumlah huruf: 5,,Jumlah huruf: 7,,,Jumlah huruf: 4,,Jumlah huruf: 4,,level1.png,Easy
BACA CLUENYA,TANGO,TOP,NISSIN,KHONGGUAN,RICHEESE,ROMA,SELAMAT,BENGBENG,BACA CLUENYA,bg_clue.jpg,,Cemilan wafer,Cemilan wafer,Cemilan wafer,Cemilan wafer,Cemilan wafer,Cemilan wafer,Cemilan wafer,Cemilan wafer,,level_clue.png,Hard
BELANJA,KERANJANG,BUAH,SEGAR,UDARA,SEJUK,PAGI,SARAPAN,MENU,DAFTAR,bg1.jpg,,Jumlah huruf: 9,,Jumlah huruf: 5,,,Jumlah huruf: 4,,Jumlah huruf: 4,,level1.png,Easy
SDM,RENDAH,TEKANAN,DARAH,TINGGI,GEDUNG,ARSITEK,DESAIN,LOGO,PERUSAHAAN,bg2.jpg,,Huruf terakhir: H,,Huruf terakhir: H,,,Huruf terakhir: K,,Huruf terakhir: O,,level2.png,Medium
BACA CLUENYA,KADIR,DOYOK,ADUL,DONO,NUNUNG,DENNY,SULE,TORA,BACA CLUENYA,bg_clue.jpg,,Pelawak terkenal,Pelawak terkenal,Pelawak terkenal,Pelawak terkenal,Pelawak terkenal,Pelawak terkenal,Pelawak terkenal,Pelawak terkenal,,level_clue.png,Hard
PEMASARAN,KANTOR,STAF,KEUANGAN,LAPORAN,HASIL,AKHIR,UJIAN,NASIONAL,PAHLAWAN,bg2.jpg,,Huruf terakhir: R,,Huruf terakhir: N,,,Huruf terakhir: R,,Huruf terakhir: L,,level2.png,Medium
LAYANAN,PUBLIK,TRANSPORTASI,ALAT,KESEHATAN,MASYARAKAT,MAJEMUK,MATA,DOKTER,KANDUNGAN,bg2.jpg,,Huruf terakhir: K,,Huruf terakhir: T,,,Huruf terakhir: K,,Huruf terakhir: R,,level2.png,Medium
BACA CLUENYA,DIAN,CINTA,AGNEZ,CHELSEA,PEVITA,MAUDY,RAISA,CITRA,BACA CLUENYA,bg_clue.jpg,,Artis wanita,Artis wanita,Artis wanita,Artis wanita,Artis wanita,Artis wanita,Artis wanita,Artis wanita,,level_clue.png,Hard
KERANG,HIJAU,LAMPU,DARURAT,GAWAT,NAPAS,SESAK,ANTRIAN,LOKET,PEMBAYARAN,bg3.jpg,,Huruf terakhir: U,,,,,,,Huruf terakhir: T,,level3.png,Hard
