1,2,3,4,5,6,7,8,9,10,IMG BG SOAL,1,2,3,4,5,6,7,8,9,10,,
OVEN,LISTRIK,TAGIHAN,LEMBAR,SOAL,UJIAN,NILAI,TUKAR,UANG,MATA,bg1.jpg,,Jumlah huruf: 7,,Jumlah huruf: 6,,,Jumlah huruf: 5,,Jumlah huruf: 4,,level1.png,Easy
JAM,DIGITAL,METERAN,LISTRIK,ARUS,SUNGAI,BENDUNGAN,PINTU,OTOMATIS,SENSOR,bg1.jpg,,Jumlah huruf: 7,,Jumlah huruf: 7,,,Jumlah huruf: 9,,Jumlah huruf: 8,,level1.png,Easy
BACA CLUENYA,KISPRAY,RAPIKA,DOWNY,MAWAR,ROYALE,SEKAR,SOKLIN,MOLTO,BACA CLUENYA,bg_clue.jpg,,Pewangi pakaian,Pewangi pakaian,Pewangi pakaian,Pewangi pakaian,Pewangi pakaian,Pewangi pakaian,Pewangi pakaian,Pewangi pakaian,,level_clue.png,Hard
PERHIASAN,KOTAK,PENSIL,GAMBAR,KARTUN,FILM,NASKAH,BERITA,PENYIAR,RADIO,bg1.jpg,,Jumlah huruf: 5,,Jumlah huruf: 6,,,Jumlah huruf: 6,,Jumlah huruf: 7,,level1.png,Easy
BAKSO,KUAH,SANTAN,KELAPA,MUDA[*],JIWA,SAKIT,RUMAH,ATAP,GENTENG,bg2.jpg,,Huruf terakhir: H,,Huruf terakhir: A,,,Huruf terakhir: T,,Huruf terakhir: P,,level2.png,Medium
BLENDER,JUS,MANGGA,POHON,TANAM[*],BATERAI,HANDPHONE,LAYAR,LEBAR,JALAN,bg2.jpg,,Huruf terakhir: S,,Huruf terakhir: N,,,Huruf terakhir: E,,Huruf terakhir: R,,level2.png,Medium
DUKU,PALEMBANG,PEMPEK,GORENG,RENYAH,KERIPIK,TEMPE,TEPUNG,TERIGU,KANTONG,bg2.jpg,,Huruf terakhir: G,,Huruf terakhir: G,,,Huruf terakhir: E,,Huruf terakhir: U,,level2.png,Medium
BUMBU,MASAK,SAYUR,BAYAM,OSENG,KANGKUNG,BATANG,TEBU,KEBUN,TEH,bg2.jpg,,Huruf terakhir: K,,Huruf terakhir: M,,,Huruf terakhir: G,,Huruf terakhir: N,,level2.png,Medium
AKAR,NAPAS,TARIK,TAMBANG,CACING,OBAT,TUKANG,PARKIR,LIAR,ANJING,bg3.jpg,,Huruf terakhir: S,,,,,,,Huruf terakhir: R,,level3.png,Hard
PAMFLET,TEMPEL,METEREI,DIGITAL,KAMERA,LENSA,KACAMATA,OPTIK,KABEL,SERABUT,bg3.jpg,,Huruf terakhir: L,,,,,,,Huruf terakhir: L,,level3.png,Hard
