1,2,3,4,5,6,7,8,9,10,IMG BG SOAL,1,2,3,4,5,6,7,8,9,10,,
PEMUDA,PANCASILA,SAKTI,DUKUN,SANTET,ILMU,KEBAL,PELURU,KARET,GELANG,bg1.jpg,,Jumlah huruf: 9,,Jumlah huruf: 5,,,Jumlah huruf: 5,,Jumlah huruf: 5,,level1.png,Easy
PAPAN,KETIK,MESIN,BUBUT,KAYU,KERAJINAN,ROTAN,KURSI,BAKSO,MANGKOK,bg1.jpg,,Jumlah huruf: 5,,Jumlah huruf: 5,,,Jumlah huruf: 5,,Jumlah huruf: 5,,level1.png,Easy
KUE,PUKIS,KEJU,PARUT,KELAPA,TUNAS,POHON,ANGKER,KUBURAN,BAND,bg1.jpg,,Jumlah huruf: 5,,Jumlah huruf: 5,,,Jumlah huruf: 5,,Jumlah huruf: 7,,level1.png,Easy
KANGEN,BAND,DRUM,MINYAK,TANAH,ABANG,KANDUNG,ANAK,SUNGAI,KAPUAS,bg1.jpg,,Jumlah huruf: 4,,Jumlah huruf: 6,,,Jumlah huruf: 7,,Jumlah huruf: 6,,level1.png,Easy
ANAK,GAWANG,PENJAGA,MAKAM,KERAMAT,POHON,MANGGA,KUPAS,ALAT,UKUR,bg2.jpg,,Huruf terakhir: G,,Huruf terakhir: M,,,Huruf terakhir: A,,Huruf terakhir: T,,level2.png,Medium
PULSA,LISTRIK,PINTAR,SISWA,MALAS,GERAK,PARABOLA,PERSAMAAN,KATA,BERKAIT,bg2.jpg,,Huruf terakhir: K,,Huruf terakhir: A,,,Huruf terakhir: A,,Huruf terakhir: A,,level2.png,Medium
NENEK,GAYUNG,MANDI,SABUN,WAJAH,TEGANG,LEHER,ANGSA,TELUR,GULUNG,bg2.jpg,,Huruf terakhir: G,,Huruf terakhir: N,,,Huruf terakhir: R,,Huruf terakhir: R,,level2.png,Medium
DUNIA,TERBALIK,BAJU,ADAT,RUMAH,PANGGUNG,PERTUNJUKAN,SULAP,KARTU,KELUARGA,bg2.jpg,,Huruf terakhir: K,,Huruf terakhir: T,,,Huruf terakhir: N,,Huruf terakhir: U,,level2.png,Medium
BACA CLUENYA,SUKRO,PILUS,KERIPIK,BASRENG[*],KERUPUK,RAMBAK,MAKARONI,TARO,BACA CLUENYA,bg_clue.jpg,,Nama cemilan,Nama cemilan,Nama cemilan,Nama cemilan,Nama cemilan,Nama cemilan,Nama cemilan,Nama cemilan,,level_clue.png,Hard
GATAL,RAMBUT,PANGKAS,HARGA,DISKON,SPESIAL,MENU,BUKU,KUTU,RAMBUT,bg3.jpg,,Huruf terakhir: T,,,,,,,Huruf terakhir: U,,level3.png,Hard
