1,2,3,4,5,6,7,8,9,10,IMG BG SOAL,1,2,3,4,5,6,7,8,9,10,,
CAMAT,KANTOR,BERITA,REPORTER,LAPANGAN,TERBUKA,UNIVERSITAS,DOSEN,TERBANG,IZIN,bg1.jpg,,Jumlah huruf: 6,,Jumlah huruf: 8,,,Jumlah huruf: 11,,Jumlah huruf: 7,,level1.png,Easy
PECAH,REKOR,CATATAN,HARIAN,PEKERJA,SERIKAT,AMERIKA,BENUA,LINTAS,LALU,bg1.jpg,,Jumlah huruf: 5,,Jumlah huruf: 6,,,Jumlah huruf: 7,,Jumlah huruf: 6,,level1.png,Easy
BACA CLUENYA,GACOR,TUYUL,ANYEP,VERMUK,TUPO,POSDIM,CEKLIS,OPIK,BACA CLUENYA,bg_clue.jpg,,Berkaitan dg OJOL,Berkaitan dg OJOL,Berkaitan dg OJOL,Berkaitan dg OJOL,Berkaitan dg OJOL,Berkaitan dg OJOL,Berkaitan dg OJOL,Berkaitan dg OJOL,,level_clue.png,Hard
GAGANG,SENDOK,OBAT,DOSIS,TUNGGAL,PEMAIN,CADANGAN,BANGKU,SEKOLAH,INKLUSI,bg1.jpg,,Jumlah huruf: 6,,Jumlah huruf: 5,,,Jumlah huruf: 8,,Jumlah huruf: 7,,level1.png,Easy
SWASTA,PEGAWAI,NEGERI,DALAM,CELANA,RENANG,KOLAM,PANCING,ALAT,KEBERSIHAN,bg2.jpg,,Huruf terakhir: I,,Huruf terakhir: M,,,Huruf terakhir: M,,Huruf terakhir: T,,level2.png,Medium
UKUR,SKALA,PETA,LOKASI,DENAH,RUANGAN,DESAIN,INTERIOR,RUMAH,ATAP,bg2.jpg,,Huruf terakhir: A,,Huruf terakhir: I,,,Huruf terakhir: N,,Huruf terakhir: H,,level2.png,Medium
BAKSO,GEROBAK,DORONG,PINTU,KUNCI,DUPLIKAT,BENDERA,UPACARA,PEMBINA,PRAMUKA,bg2.jpg,,Huruf terakhir: K,,Huruf terakhir: U,,,Huruf terakhir: A,,Huruf terakhir: A,,level2.png,Medium
WARUNG,SEMBAKO,BANTUAN,MEDIS,TENAGA,MATAHARI,SINAR,LASER,PRINTER,TINTA,bg2.jpg,,Huruf terakhir: O,,Huruf terakhir: S,,,Huruf terakhir: R,,Huruf terakhir: R,,level2.png,Medium
HORIZONTAL,KONFLIK,SUMBER,DANA,DARURAT,BENCANA,SIAGA,MILITER,OPERASI,CAECAR,bg3.jpg,,Huruf terakhir: K,,,,,,,Huruf terakhir: I,,level3.png,Hard
BONEKA,INDIA,FILM,NASKAH,PENULIS,BIOGRAFI,BUKU,SAMPUL,MAJALAH,DINDING,bg3.jpg,,Huruf terakhir: A,,,,,,,Huruf terakhir: H,,level3.png,Hard
