1,2,3,4,5,6,7,8,9,10,IMG BG SOAL,1,2,3,4,5,6,7,8,9,10,,
TERJUN,PAYUNG,LIPAT,PINTU,PAGAR,BESI,PIPA,SAMBUNGAN,TELEPON,UMUM,bg1.jpg,,Jumlah huruf: 6,,Jumlah huruf: 5,,,Jumlah huruf: 4,,Jumlah huruf: 7,,level1.png,Easy
MADU,NANAS,SELAI,ROTI,OVEN,LOYANG,PERSEGI,PANJANG,UMUR,TUTUP,bg1.jpg,,Jumlah huruf: 5,,Jumlah huruf: 4,,,Jumlah huruf: 7,,Jumlah huruf: 4,,level1.png,Easy
BACA CLUENYA,RINSO,SOKLIN,ATTACK,DAIA,SLEEK,ZWITSAL,VANISH,BOOM,BACA CLUENYA,bg_clue.jpg,,Merek deterjen,Merek deterjen,Merek deterjen,Merek deterjen,Merek deterjen,Merek deterjen,Merek deterjen,Merek deterjen,,level_clue.png,Hard
KARTU,UNDANGAN,PESTA,KOSTUM,KARNAVAL[*],PAWAI,OBOR,BAMBU,PAGAR,RUMAH,bg1.jpg,,Jumlah huruf: 8,,Jumlah huruf: 6,,,Jumlah huruf: 4,,Jumlah huruf: 5,,level1.png,Easy
JEMBATAN,KOLONG,KASUR,BUSA,DETERJEN,WANGI,HARUM,BUNGA,PLASTIK,GAYUNG,bg2.jpg,,Huruf terakhir: G,,Huruf terakhir: A,,,Huruf terakhir: M,,Huruf terakhir: K,,level2.png,Medium
DUIT,TUKAR,TAMBAH,NILAI,STANDAR[*],MOTOR,MATIC,TRANSMISI,JALUR,PINDAH,bg2.jpg,,Huruf terakhir: R,,Huruf terakhir: I,,,Huruf terakhir: C,,Huruf terakhir: R,,level2.png,Medium
ES,CINCAU,HIJAU,LUMUT,LICIN[*],LANTAI,NGEPEL,EMBER,ANGKAT,BERAT,bg2.jpg,,Huruf terakhir: U,,Huruf terakhir: T,,,Huruf terakhir: L,,Huruf terakhir: T,,level2.png,Medium
REM,BELAKANG,JALAN,LAYANG,TERBANG,PESAWAT,PILOT,HELIKOPTER,MEDIS,TENAGA,bg2.jpg,,Huruf terakhir: G,,Huruf terakhir: G,,,Huruf terakhir: T,,Huruf terakhir: S,,level2.png,Medium
BINGKAI,FOTO,KOPI,BIJI,MANGGA,BUSUK,BAU,GOT,TIKUS,BANGKAI,bg3.jpg,,Huruf terakhir: O,,,,,,,Huruf terakhir: S,,level3.png,Hard
BISUL,PECAH,TELUR,CANGKANG,KEPITING[*],CAPIT,MESIN,PABRIK,ASAP,PANAS,bg3.jpg,,Huruf terakhir: H,,,,,,,Huruf terakhir: P,,level3.png,Hard
