1,2,3,4,5,6,7,8,9,10,IMG BG SOAL,1,2,3,4,5,6,7,8,9,10,,
OTAK,TUMPUL,GUNTING,KUKU,BIMA[*],SAKTI,PENDEKAR,PEDANG,KATANA,SUZUKI,bg1.jpg,,,,Jumlah huruf: 4,,,Jumlah huruf: 8,,,,level1.png,Easy
TEROPONG,BINTANG,LAUT,TIMUN,MAS[*],IKAN,TERNAK,KANDANG,PUPUK,UREA,bg1.jpg,,,,Jumlah huruf: 5,,,Jumlah huruf: 6,,,,level1.png,Easy
BACA CLUENYA,SHARP,AQUA,SAMSUNG,MIDEA[*],ELECTROLUX,TOSHIBA,POLYTRON,HITACHI,BACA CLUENYA,bg_clue.jpg,,Merek kulkas,Merek kulkas,Merek kulkas,Merek kulkas,Merek kulkas,Merek kulkas,Merek kulkas,Merek kulkas,,level_clue.png,Hard
KAPAS,KECANTIKAN,WAJAH,MASKER,BENGKOANG[*],SARI,SERBUK,MINUMAN,KEMASAN,PLASTIK,bg1.jpg,,,,Jumlah huruf: 6,,,Jumlah huruf: 6,,,,level1.png,Easy
MELINJO,EMPING,PEDAS,CABAI,HIJAU[*],ENERGI,SUMBER,DAYA,LISTRIK,TEGANGAN,bg2.jpg,,,,Huruf terakhir: I,,,Huruf terakhir: R,,,,level2.png,Medium
BACA CLUENYA,WHISKAS,MEO,ROYALCANIN,SUPERCAT[*],FRISKIES,PURINA,FELIBITE,BOLT,BACA CLUENYA,bg_clue.jpg,,Merek pakan kucing,Merek pakan kucing,Merek pakan kucing,Merek pakan kucing,Merek pakan kucing,Merek pakan kucing,Merek pakan kucing,Merek pakan kucing,,level_clue.png,Medium
PINGGANG,TOLAK,ANGIN,PUYUH,TELUR[*],KUNING,LANGSAT,BUAH,PETIK,GITAR,bg2.jpg,,,,Huruf terakhir: H,,,Huruf terakhir: T,,,,level2.png,Medium
BUJUR,GARIS,LENGKUNG,BUMI,ROTASI[*],SUMBU,SIMETRI,PUTAR,ARAH,LAWAN,bg2.jpg,,,,Huruf terakhir: I,,,Huruf terakhir: I,,,,level2.png,Medium
BACA CLUENYA,BODREX,INZA,MIXAGRIP,KOMIX[*],PROCOLD,DECOLGEN,OSKADON,PARAMEX,BACA CLUENYA,bg_clue.jpg,,Obat di warung,Obat di warung,Obat di warung,Obat di warung,Obat di warung,Obat di warung,Obat di warung,Obat di warung,,level_clue.png,Hard
CAK,LONTONG,SAYUR,ORGANIK,TANAMAN[*],HIAS,KERTAS,KADO,SILANG,KAWIN,bg3.jpg,,Huruf terakhir: G,,,,,,,Huruf terakhir: G,,level3.png,Hard
