1,2,3,4,5,6,7,8,9,10,IMG BG SOAL,1,2,3,4,5,6,7,8,9,10,,
KAKI,LIMA,WAKTU,SUBUH,PAGI[*],BUTA,TULIS,TANGAN,KOSONG,HAMPA,bg1.jpg,,Jumlah huruf: 4,,Jumlah huruf: 5,,,Jumlah huruf: 5,,Jumlah huruf: 6,,level1.png,Easy
BAJU,LEBARAN,KETUPAT,SAYUR,ASEM[*],KECUT,JERUK,BALI,TARI,SENI,bg1.jpg,,Jumlah huruf: 7,,Jumlah huruf: 5,,,Jumlah huruf: 5,,Jumlah huruf: 4,,level1.png,Easy
SILET,TAJAM,KUKU,GUNTING,RANTING[*],POHON,PUPUK,ORGANIK,BERAS,MENIR,bg1.jpg,,Jumlah huruf: 5,,Jumlah huruf: 7,,,Jumlah huruf: 5,,Jumlah huruf: 5,,level1.png,Easy
TAWON,MINYAK,BOTOL,PARFUM,AROMA[*],SEDAP,LEZAT,MAKANAN,RINGAN,TANGAN,bg1.jpg,,Jumlah huruf: 6,,Jumlah huruf: 6,,,Jumlah huruf: 5,,Jumlah huruf: 6,,level1.png,Easy
BEBAN,PIKIRAN,BUNTU,JALAN,MAJU[*],GERAK,LANGKAH,KAKI,MATA,SIPIT,bg2.jpg,,Huruf terakhir: N,,Huruf terakhir: N,,,Huruf terakhir: H,,Huruf terakhir: A,,level2.png,Medium
PITA,CACING,OBAT,DOSIS,OVER,LIMIT[*],KREDIT,MACET,TOTAL,SKOR,bg2.jpg,,Huruf terakhir: G,,Huruf terakhir: S,,,Huruf terakhir: T,,Huruf terakhir: L,,level2.png,Medium
KUDUK,BULU,KETEK,BASAH,JALANAN,PENGAMEN[*],GITAR,SENAR,PANCING,KAIL,bg2.jpg,,Huruf terakhir: U,,Huruf terakhir: H,,,Huruf terakhir: R,,Huruf terakhir: G,,level2.png,Medium
TIUP,LILIN,MENCAIR,SALJU,TEBAL,SELIMUT[*],HANGAT,SUHU,RENDAH,DARAH,bg2.jpg,,Huruf terakhir: N,,Huruf terakhir: U,,,Huruf terakhir: T,,Huruf terakhir: H,,level2.png,Medium
BACA CLUENYA,KENTANG,UBI,SINGKONG,JAGUNG,OATMEAL[*],TALAS,SAGU,ROTI,BACA CLUENYA,bg_clue.jpg,,Pengganti nasi,Pengganti nasi,Pengganti nasi,Pengganti nasi,Pengganti nasi,Pengganti nasi,Pengganti nasi,Pengganti nasi,,level_clue.png,Hard
RAWIT,CABE,SETAN,GUNDUL,KEPALA,DINAS[*],PERTANIAN,LAHAN,SENGKETA,TANAH,bg3.jpg,,Huruf terakhir: E,,,,,,,Huruf terakhir: A,,level3.png,Hard
