1,2,3,4,5,6,7,8,9,10,IMG BG SOAL,1,2,3,4,5,6,7,8,9,10,,
BANK,SYARIAH,KREDIT,CICILAN,BAYAR,TAGIHAN,BUKTI,BARANG,MOBIL,PAMERAN,bg1.jpg,,Jumlah huruf: 7,,Jumlah huruf: 7,,,Jumlah huruf: 5,,Jumlah huruf: 5,,level1.png,Easy
PAYUNG,PAKU,PUKUL,TUKANG,KEBUN,BUNGA,MAWAR,MERAH,LAMPU,TIANG,bg1.jpg,,Jumlah huruf: 4,,Jumlah huruf: 6,,,Jumlah huruf: 5,,Jumlah huruf: 5,,level1.png,Easy
BACA CLUENYA,KINDERJOY,SILVERQUEEN,CADBURY,TOBLERONE,MAGNUM,KITKAT,HERSHEYS,DELFI,BACA CLUENYA,bg_clue.jpg,,Cemilan coklat,Cemilan coklat,Cemilan coklat,Cemilan coklat,Cemilan coklat,Cemilan coklat,Cemilan coklat,Cemilan coklat,,level_clue.png,Hard
SUARA,KENTUT,BAU,PETAI,SAMBAL,ULEK,BUMBU,DAPUR,MEJA,KERJA,bg1.jpg,,Jumlah huruf: 6,,Jumlah huruf: 5,,,Jumlah huruf: 5,,Jumlah huruf: 4,,level1.png,Easy
DALAM,CELANA,PERMAK,TUKANG,JAHIT,KANCING,BULAT,TELUR,BEBEK,BERENANG,bg2.jpg,,Huruf terakhir: A,,Huruf terakhir: G,,,Huruf terakhir: T,,Huruf terakhir: K,,level2.png,Medium
BACA CLUENYA,INDOMIE,SARIMI,SEDAAP,RICHEESE,NISSIN,GAGA,LEMONILO,SUPERMI,BACA CLUENYA,bg_clue.jpg,,Merek mi instan,Merek mi instan,Merek mi instan,Merek mi instan,Merek mi instan,Merek mi instan,Merek mi instan,Merek mi instan,,level_clue.png,Hard
GALAK,ANJING,KAMPUNG,JALAN,PERBAIKAN,FASILITAS,UMUM,DOKTER,PRAKTEK,KERJA,bg2.jpg,,Huruf terakhir: G,,Huruf terakhir: N,,,Huruf terakhir: M,,Huruf terakhir: K,,level2.png,Medium
POPCORN,JAGUNG,BAKWAN,GORENG,TAHU,BULAT,BAKSO,TUKANG,UPAH,BURUH,bg2.jpg,,Huruf terakhir: G,,Huruf terakhir: G,,,Huruf terakhir: O,,Huruf terakhir: H,,level2.png,Medium
BACA CLUENYA,MALIH,PARTO,AKRI,BAGIO,TARZAN,ANDRE,KIWIL,ABDEL,BACA CLUENYA,bg_clue.jpg,,Pelawak terkenal,Pelawak terkenal,Pelawak terkenal,Pelawak terkenal,Pelawak terkenal,Pelawak terkenal,Pelawak terkenal,Pelawak terkenal,,level_clue.png,Hard
PUNGGUNG,TULANG,RUSUK,BAKSO,KUAH,SAYUR,BENING,SUNGAI,ALIRAN,LISTRIK,bg3.jpg,,Huruf terakhir: G,,,,,,,Huruf terakhir: N,,level3.png,Hard
