1,2,3,4,5,6,7,8,9,10,IMG BG SOAL,1,2,3,4,5,6,7,8,9,10,,
DEWAN,ANGGOTA,PRAMUKA,BARET,POLISI,MILITER,AKADEMI,MUSIK,DANGDUT,RAJA,bg1.jpg,,Jumlah huruf: 7,,Jumlah huruf: 5,,,Jumlah huruf: 7,,Jumlah huruf: 7,,level1.png,Easy
BACA CLUENYA,ROCKY,XENIA,TERIOS,SIGRA,SIRION,LUXIO,GRANDMAX,AYLA,BACA CLUENYA,bg_clue.jpg,,Tipe mobil Daihatsu,Tipe mobil Daihatsu,Tipe mobil Daihatsu,Tipe mobil Daihatsu,Tipe mobil Daihatsu,Tipe mobil Daihatsu,Tipe mobil Daihatsu,Tipe mobil Daihatsu,,level_clue.png,Hard
DONGKRAK,HIDROLIK,POMPA,AIR,MATA,KAKI,KESANDUNG,BATU,AKIK,CINCIN,bg1.jpg,,Jumlah huruf: 8,,Jumlah huruf: 3,,,Jumlah huruf: 9,,Jumlah huruf: 4,,level1.png,Easy
SEDOT,TINJA,CAIR,PUPUK,ORGANIK,BERAS,KETAN,PUTIH,TELUR,GULUNG,bg1.jpg,,Jumlah huruf: 5,,Jumlah huruf: 5,,,Jumlah huruf: 5,,Jumlah huruf: 5,,level1.png,Easy
GORENG,BAKWAN,JAGUNG,BAKAR,SAMPAH,BUANG,GAS,TABUNG,OKSIGEN,SATURASI,bg2.jpg,,Huruf terakhir: N,,Huruf terakhir: R,,,Huruf terakhir: S,,Huruf terakhir: N,,level2.png,Medium
LIAR,BANGUNAN,TUKANG,SERVIS,MOTOR,BEBEK,TELUR,DADAR,GULUNG,KABEL,bg2.jpg,,Huruf terakhir: N,,Huruf terakhir: S,,,Huruf terakhir: R,,Huruf terakhir: G,,level2.png,Medium
SERBET,MAKAN,KUPON,UNDIAN,NOMOR,ANTRIAN,LOKET,STASIUN,RADIO,GELOMBANG,bg2.jpg,,Huruf terakhir: N,,Huruf terakhir: N,,,Huruf terakhir: T,,Huruf terakhir: O,,level2.png,Medium
KASET,PITA,SUARA,LANGKAH,KAKI,MEJA,TAMU,DAFTAR,NILAI,RAPOR,bg2.jpg,,Huruf terakhir: A,,Huruf terakhir: H,,,Huruf terakhir: U,,Huruf terakhir: I,,level2.png,Medium
KEMBANG,OBENG,MINUS,MATA,SALEP,LUKA,PERBAN,STERIL,JARUM,SUNTIK,bg3.jpg,,Huruf terakhir: G,,,,,,,Huruf terakhir: M,,level3.png,Hard
RUMUS,MATEMATIKA,UJIAN,SUSULAN,GEMPA,PUSAT,DATA,SENSITIF,KULIT,GANTI,bg3.jpg,,Huruf terakhir: A,,,,,,,Huruf terakhir: T,,level3.png,Hard
