1,2,3,4,5,6,7,8,9,10,IMG BG SOAL,1,2,3,4,5,6,7,8,9,10,,
OBENG,PLUS,KACAMATA,TANGKAI,BUNGA,PLASTIK,OPERASI,MEJA,KERJA,PAKSA,bg1.jpg,,,,Jumlah huruf: 7,,,Jumlah huruf: 7,,,,level1.png,Easy
PERTANDINGAN,SKOR,PAPAN,REKLAME,DIGITAL,JAM,DINDING,CAT,KUAS,BULU,bg1.jpg,,,,Jumlah huruf: 7,,,Jumlah huruf: 7,,,,level1.png,Easy
BACA CLUENYA,BANANA,WATERMELON,GRAPE,SNAKEFRUIT,MANGOSTEEN,PINEAPPLE,MANGO,ORANGE,BACA CLUENYA,bg_clue.jpg,,Pisang (INGGRIS),Semangka (INGGRIS),Anggur (INGGRIS),Salak (INGGRIS),Manggis (INGGRIS),Nanas (INGGRIS),Mangga (INGGRIS),Jeruk (INGGRIS),,level_clue.png,Hard
BULU,ULAT,SUTRA,KAIN,MOTIF,EKONOMI,PERTUMBUHAN,MASA,REMAJA,MASJID,bg1.jpg,,,,Jumlah huruf: 4,,,Jumlah huruf: 11,,,,level1.png,Easy
ADU,MULUT,BUAYA,KULIT,JAKET,BOMBER,PESAWAT,KARGO,EKSPEDISI,LAYANAN,bg2.jpg,,,,Huruf terakhir: T,,,Huruf terakhir: T,,,,level2.png,Medium
BACA CLUENYA,PRAJURIT,KOPRAL,SERSAN,MAYOR,LETNAN,KAPTEN,KOLONEL,JENDERAL,BACA CLUENYA,bg_clue.jpg,,Pangkat tentara,Pangkat tentara,Pangkat tentara,Pangkat tentara,Pangkat tentara,Pangkat tentara,Pangkat tentara,Pangkat tentara,,level_clue.png,Medium
OJEK,PANGKALAN,MILITER,AKADEMI,MUSIK,SENI,TARI,PIRING,TERBANG,TINGGI,bg2.jpg,,,,Huruf terakhir: I,,,Huruf terakhir: I,,,,level2.png,Medium
BARUS,KAPUR,WARNA,PENSIL,TEMPAT,SAMPAH,TRUK,BAK,MANDI,SABUN,bg2.jpg,,,,Huruf terakhir: L,,,Huruf terakhir: K,,,,level2.png,Medium
BACA CLUENYA,SHOPEE,BLIBLI,BUKALAPAK,ZALORA,JAKMALL,BHINNEKA,LAZADA,TOKOPEDIA,BACA CLUENYA,bg_clue.jpg,,Nama Online Shop,Nama Online Shop,Nama Online Shop,Nama Online Shop,Nama Online Shop,Nama Online Shop,Nama Online Shop,Nama Online Shop,,level_clue.png,Hard
GIGI,BEHEL,MOTOR,KNALPOT,SUARA,HATI,SAKIT,GEJALA,STRES,BERAT,bg3.jpg,,Huruf terakhir: L,,,,,,,Huruf terakhir: S,,level3.png,Hard
