SOAL,IMG BG SOAL,CLUE
FIAN LARI PAGI DIKEJAR ANGSA CELANANYA ROBEK DITERTAWAKAN KUCING,bgs_sk_1.jpg,CLUE
KES MASKERAN PAKAI TEPUNG BERAS DIKIRA HANTU SAMA TUKANG PAKET,bgs_sk_2.jpg,CLUE
AZOR BENERIN GENTENG MALAH KETIDURAN MIMPI JADI SUPERMAN TERBANG,bgs_sk_3.jpg,CLUE
DAMAREST MAKAN MIE PEDAS LEVEL SETAN MINUMNYA AIR KOBOKAN BEKAS TAMU,bgs_sk_4.jpg,CLUE
SALSA MAIN PETAK UMPET SEMBUNYI DI KULKAS DIKIRA MAKANAN BEKU,bgs_sk_5.jpg,CLUE
MOCI GAYA SELFI DI PINGGIR EMPANG HP NYEMPLUNG DIBAWA LARI KODOK,bgs_sk_1.jpg,CLUE
ARABELLA DIET KETAT LIHAT GORENGAN LANGSUNG KHILAF MAKAN SEPULUH BIJI,bgs_sk_2.jpg,CLUE
NOPAL NAIK MOTOR HELMNYA KEBALIK DIKIRA ROBOT SALAH RAKIT,bgs_sk_3.jpg,CLUE
MASKHOIR KARAOKE DI KAMAR MANDI PAKAI GAYUNG SUARANYA MERDU KAYAK KALENG,bgs_sk_4.jpg,CLUE
MIKEL MANCING IKAN DAPATNYA SEPATU BOT LANGSUNG DIMASAK SOP KAKI,bgs_sk_5.jpg,CLUE
EKIM BELAJAR NYETIR NABRAK KANDANG AYAM PULANG BAWA TELUR SEKILO,bgs_sk_1.jpg,CLUE
ATIKA NAIK POHON KELAPA MAU AMBIL BUAH MALAH TURUN BAWA SARANG TAWON,bgs_sk_2.jpg,CLUE
ARUMI MAKEUP TEBAL MAU KONDANGAN ALISNYA MIRIP LOGO NIKE KEBALIK,bgs_sk_3.jpg,CLUE
DODIT MAIN BOLA DALAM RUMAH NYUNDUL VAS BUNGA DAPAT PIRING CANTIK,bgs_sk_4.jpg,CLUE
ETI JALAN-JALAN KE MALL PAKAI DASTER LUPA GANTI DIKIRA ARTIS NYAMAR,bgs_sk_5.jpg,CLUE
