SOAL,IMG BG SOAL,CLUE
WAGINI NAIK OJEK DUDUKNYA KEBALIK NYASAR MASUK KEBUN PISANG TETANGGA,bgs_sk_1.jpg,CLUE
GINI JALAN MUNDUR NYEMPLUNG EMPANG PAS BANGUN BAWA IKAN ASIN,bgs_sk_2.jpg,CLUE
NGATNI NYAPU HALAMAN RUMAH SAPUNYA PATAH MALAH DIPAKE BUAT SELFIE,bgs_sk_3.jpg,CLUE
NGATNO NUNGGUIN PACAR TENGAH MALAM DISAMPERIN KUNTILANAK MINTA SELFIE BARENG,bgs_sk_4.jpg,CLUE
RAMLI TIDUR SIANG SAAT PELAJARAN MATEMATIKA PAS BANGUN DIJEWER GURU,bgs_sk_5.jpg,CLUE
ROMLI KETIDURAN DI ANGKOT PAS BANGUN SUDAH SAMPAI PASAR MALAM,bgs_sk_1.jpg,CLUE
ROMLAH MAKAN JAHE LANGSUNG JOGET DANGDUT KOPLO SAMBIL NGIBASIN TANGAN,bgs_sk_2.jpg,CLUE
JAMAL MAKAN SEBLAK SAMBIL JOGET PIRINGNYA IKUT GOYANG NGGAK KARUAN,bgs_sk_3.jpg,CLUE
SOLEH NYOLONG SANDAL MALAH KETINGGALAN PAS LARI KE WARUNG SEBELAH,bgs_sk_4.jpg,CLUE
TARNO NONTON LAYAR TANCEP BARENG PACAR POPCORNNYA HABIS DIMAKAN MONYET,bgs_sk_5.jpg,CLUE
