SOAL,IMG BG SOAL,CLUE
FITRI MAKAN PEDAS TERIAK KAGET TERNYATA CUMA SUSU RASA JAHE,bgs_sk_1.jpg,CLUE
FITRA JOGET TIKTOK SAMBIL BAWA BALON MAKAN KERUPUK RASA STROBERI,bgs_sk_2.jpg,CLUE
FANI BELANJA HEMAT TAPI PULANG TETAP BAWA BARANG GAK PENTING,bgs_sk_3.jpg,CLUE
FINA NAIK DELMAN KELILING KOMPLEK LIHAT TOPENG MONYET AUTO JOGET,bgs_sk_4.jpg,CLUE
ERIN MAKAN SEMANGKA MERAH BIJINYA LOMPAT MASUK GELAS ES TEH,bgs_sk_5.jpg,CLUE
KIKI JALAN CEPAT DIKEJAR MONYET SANDAL JEPITNYA NYERAH KETINGGALAN SATU,bgs_sk_1.jpg,CLUE
LANI KEJEPIT PINTU SAMBIL BAWA CILOK TERIAK MINTA MINYAK ANGIN,bgs_sk_2.jpg,CLUE
WATI POTONG RAMBUT SAMBIL MAKAN BROWNIES DUDUK DI KURSI GOYANG,bgs_sk_3.jpg,CLUE
WARNO MENANAM POHON MANGGA PAKAI HELM BALAP SAMBIL MAKAN DONAT,bgs_sk_4.jpg,CLUE
IPANG NONTON FILM KOBOI SAMBIL DENGERIN MUSIK DI ATAS GALON,bgs_sk_5.jpg,CLUE
