SOAL,IMG BG SOAL,CLUE
TUMINAH NGINJEK TAI AYAM LANGSUNG KEPELESET MASUK TENDA PERNIKAHAN ORANG,bgs_sk_1.jpg,CLUE
TUKINO JUALAN BAKSO LEWAT KUBURAN ANGKER LANGSUNG DISERBU POCONG LAPAR,bgs_sk_2.jpg,CLUE
TUKIMIN MINUM DAWET PAKAI GAYUNG JADI JUARA LOMBA TUJUH BELASAN,bgs_sk_3.jpg,CLUE
TUMIRAN JADI PEMIMPIN UPACARA BENDERA MALAH BAWA MONYET MASUK LAPANGAN,bgs_sk_4.jpg,CLUE
TUKIJAN NGEJAR TUKANG TAHU BULAT MALAH JADI MODEL IKLAN TAHU,bgs_sk_5.jpg,CLUE
TUGIYO NAIK MOTOR ALA KAMEN RIDER SAMBIL BAWA KAMBING TETANGGA,bgs_sk_1.jpg,CLUE
TUGIMAN TIDUR NGOROK SAAT SHOLAT JUMAT PAS BANGUN DISURUH KHUTBAH,bgs_sk_2.jpg,CLUE
TUKIRIN LOMBA BALAP KARUNG KESANDUNG BATU LANGSUNG AUTO NYUNGSEP SELOKAN,bgs_sk_3.jpg,CLUE
TUKIYEM JUALAN NASI SARDEN DI PINGGIR KALI SAMBIL MANCING IKAN,bgs_sk_4.jpg,CLUE
TUMIRAH LOMBA NAIK SEPEDA DIKEJAR ANJING PAS JATUH JADI JUARA,bgs_sk_5.jpg,CLUE
