SOAL,IMG BG SOAL,CLUE
KAKEK MINUM KOPI HITAM PAHIT SAAT PAGI BERKABUT TEBAL DATANG,bgs_sk_1.jpg,CLUE
DION MEMINUM KOPI SACHET HANGAT SAAT BEGADANG MENGERJAKAN TUGAS KULIAH,bgs_sk_2.jpg,CLUE
TURIS ASING MENCOBA KOPI LUWAK EKSOTIS SELAMA LIBURAN MUSIM PANAS,bgs_sk_3.jpg,CLUE
SUAMIKKU MENYIAPKAN KOPI TUBRUK MANIS SETIAP PAGI SEBELUM BERANGKAT KERJA,bgs_sk_4.jpg,CLUE
TEMAN SEKANTOR MEMBAGIKAN KOPI GRATIS ENAK PADA SAAT LEMBUR KERJA,bgs_sk_5.jpg,CLUE
PENJUAL KAKI LIMA MENYEDUH KOPI PANAS PEKAT SEBELUM TENGAH MALAM,bgs_sk_1.jpg,CLUE
KOLEKTOR KOPI MENYIMPAN BIJI KOPI LANGKA DALAM RUANGAN BERPENDINGIN UDARA,bgs_sk_2.jpg,CLUE
PETANI DESA MENANAM BIBIT SINGKONG UNGGUL SAAT AWAL MUSIM HUJAN,bgs_sk_3.jpg,CLUE
IBU MENGUPAS SINGKONG SEGAR MENTAH PADA PAGI HARI YANG CERAH,bgs_sk_4.jpg,CLUE
PEDAGANG PASAR MENJUAL KERIPIK SINGKONG GURIH SETIAP HARI MINGGU PAGI,bgs_sk_5.jpg,CLUE
