SOAL,IMG BG SOAL,CLUE
HERMAN HERAN KENA TILANG POLISI LALU LINTAS PADAHAL PAKAI HELM,bgs_sk_1.jpg,CLUE
UPIN DAN IPIN BERLARI MENGEJAR REMBO YANG MEMBAWA SANDAL JEPIT,bgs_sk_2.jpg,CLUE
BURUNG BERKICAU MERDU SETIAP PAGI SAAT MATAHARI TERBIT DARI TIMUR,bgs_sk_3.jpg,CLUE
ARIF MENDENGARKAN PENJELASAN GURU BAHASA INDONESIA DENGAN PENUH PERHATIAN SERIUS,bgs_sk_4.jpg,CLUE
NENEK MENANAM BUNGA DI KEBUN BELAKANG RUMAH SETIAP HARI SABTU,bgs_sk_5.jpg,CLUE
SUMARDI NENTENG SANDAL SAMBIL TERIAK MINTA TOLONG KARENA DIKEJAR POCONG,bgs_sk_1.jpg,CLUE
BUDI MENGAJAK BALAPAN SEPEDA GUNUNG KE TAMAN KOTA SORE INI,bgs_sk_2.jpg,CLUE
RAFLI MAKAN TAHU BULAT SAMBIL NGOPI DICAMPUR SUSU KENTAL MANIS,bgs_sk_3.jpg,CLUE
UANG TAK DAPAT MEMBELI KEBAHAGIAAN MAKA BERIKANLAH SEMUA UANGMU PADAKU,bgs_sk_4.jpg,CLUE
TATANG KECEMPLUNG SELOKAN SAMBIL BAWA PANCI TERIAK MINTA TOLONG WARGA,bgs_sk_5.jpg,CLUE
