SOAL,IMG BG SOAL,CLUE
KABUT MENYELIMUTI LEMBAH HIJAU PADA PAGI HARI YANG SANGAT DINGIN,bgs_sk_1.jpg,CLUE
BUNGA MENGHIASI TAMAN KOTA PADA MUSIM SEMI YANG PENUH WARNA,bgs_sk_2.jpg,CLUE
PELANGI MENGHIASI LANGIT BARAT SETELAH HUJAN LEBAT TURUN SEPANJANG SORE,bgs_sk_3.jpg,CLUE
GUNUNG MERAPI MENGELUARKAN LAVA PANAS SAAT MALAM HARI TIBA KEMARIN,bgs_sk_4.jpg,CLUE
SUNGAI MEMBAWA ANAK IKAN SALMON DARI PEGUNUNGAN TINGGI MENUJU LEMBAH,bgs_sk_5.jpg,CLUE
PETIR MENYAMBAR POHON BESAR KETIKA HUJAN DERAS MENGGUYUR DESA KECIL,bgs_sk_1.jpg,CLUE
KABUT PUTIH MENUTUPI PUNCAK GUNUNG PADA PAGI HARI YANG SEJUK,bgs_sk_2.jpg,CLUE
BUDI MEMBAWA SARINGAN UNTUK MENANGKAP IKAN LELE YANG SEDANG BERENANG,bgs_sk_3.jpg,CLUE
TARMAN MAKAN WAFER COKELAT SAMBIL TIDURAN SANTAI DI ATAS TIAKR,bgs_sk_4.jpg,CLUE
IWAN MENANGKAP KODOK DAN CACING UNTUK UMPAN MEMANCING BELUT SAWAH,bgs_sk_5.jpg,CLUE
